"","CpG","Beta","SE","P","FDR","Trait","threshold"
"9503","cg02581587",-0.00041,7.1e-05,1.2e-08,NA,"NO2","P1E5"
"9504","cg03376481",-2e-04,3.5e-05,1.2e-08,NA,"NO2","P1E5"
"9505","cg03603018",-0.00024,4.1e-05,1.2e-08,NA,"NO2","P1E5"
"9506","cg03848074",-0.00033,5.8e-05,1.2e-08,NA,"NO2","P1E5"
"9507","cg04999329",-0.00026,4.6e-05,1.2e-08,NA,"NO2","P1E5"
"9508","cg05496229",-0.00054,9.5e-05,1.2e-08,NA,"NO2","P1E5"
"9509","cg07439704",-0.00039,6.9e-05,1.2e-08,NA,"NO2","P1E5"
"9510","cg08331163",-0.00039,6.9e-05,1.2e-08,NA,"NO2","P1E5"
"9511","cg09603409",-0.00033,5.8e-05,1.2e-08,NA,"NO2","P1E5"
"9512","cg11820913",-0.00037,6.5e-05,1.2e-08,NA,"NO2","P1E5"
"9513","cg13416598",-0.00024,4.3e-05,1.2e-08,NA,"NO2","P1E5"
"9514","cg13714791",-0.00026,4.5e-05,1.2e-08,NA,"NO2","P1E5"
"9515","cg19798224",-0.00035,6.1e-05,1.2e-08,NA,"NO2","P1E5"
"9516","cg23892390",-0.00033,5.7e-05,1.2e-08,NA,"NO2","P1E5"
"9517","cg25624690",-0.00029,5.1e-05,1.2e-08,NA,"NO2","P1E5"
"9518","cg27380813",-0.00057,1e-04,1.2e-08,NA,"NO2","P1E5"
"9519","cg03350493",-0.00037,6.4e-05,1.2e-08,NA,"NO2","P1E5"
"9520","cg03589259",-0.00035,6.1e-05,1.2e-08,NA,"NO2","P1E5"
"9521","cg09235185",-0.00027,4.8e-05,1.2e-08,NA,"NO2","P1E5"
"9522","cg09265762",-0.00035,6.2e-05,1.2e-08,NA,"NO2","P1E5"
"9523","cg14188401",-0.00038,6.7e-05,1.2e-08,NA,"NO2","P1E5"
"9524","cg19356624",-0.00043,7.5e-05,1.2e-08,NA,"NO2","P1E5"
"9525","cg27635271",-0.00034,6.1e-05,1.2e-08,NA,"NO2","P1E5"
"9526","cg00251678",-0.00042,7.4e-05,1.2e-08,NA,"NO2","P1E5"
"9527","cg00664093",-4e-04,7e-05,1.2e-08,NA,"NO2","P1E5"
"9528","cg06166427",-0.00031,5.5e-05,1.2e-08,NA,"NO2","P1E5"
"9529","cg08079166",-0.00024,4.3e-05,1.2e-08,NA,"NO2","P1E5"
"9530","cg15677883",-0.00022,3.9e-05,1.2e-08,NA,"NO2","P1E5"
"9531","cg17470231",-0.00031,5.4e-05,1.2e-08,NA,"NO2","P1E5"
"9532","cg19596509",-2e-04,3.6e-05,1.2e-08,NA,"NO2","P1E5"
"9533","cg20535254",-0.00026,4.6e-05,1.2e-08,NA,"NO2","P1E5"
"9534","cg22737154",-3e-04,5.3e-05,1.2e-08,NA,"NO2","P1E5"
"9535","cg03613178",-0.00052,9.1e-05,1.2e-08,NA,"NO2","P1E5"
"9536","cg05257772",-0.00024,4.2e-05,1.2e-08,NA,"NO2","P1E5"
"9537","cg12684999",-0.00035,6.2e-05,1.2e-08,NA,"NO2","P1E5"
"9538","cg26109423",-0.00024,4.2e-05,1.2e-08,NA,"NO2","P1E5"
"9539","cg26129353",-0.00066,0.00012,1.2e-08,NA,"NO2","P1E5"
"9540","cg02658528",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9541","cg03044344",-0.00042,7.4e-05,1.3e-08,NA,"NO2","P1E5"
"9542","cg05712125",-0.00027,4.8e-05,1.3e-08,NA,"NO2","P1E5"
"9543","cg09858951",-0.00041,7.2e-05,1.3e-08,NA,"NO2","P1E5"
"9544","cg10055431",-0.00027,4.7e-05,1.3e-08,NA,"NO2","P1E5"
"9545","cg20676317",-0.00031,5.5e-05,1.3e-08,NA,"NO2","P1E5"
"9546","cg23475135",-0.00034,6e-05,1.3e-08,NA,"NO2","P1E5"
"9547","cg08369943",-0.00041,7.2e-05,1.3e-08,NA,"NO2","P1E5"
"9548","cg10087771",-0.00032,5.7e-05,1.3e-08,NA,"NO2","P1E5"
"9549","cg11761176",-0.00026,4.6e-05,1.3e-08,NA,"NO2","P1E5"
"9550","cg14114282",-0.00028,4.9e-05,1.3e-08,NA,"NO2","P1E5"
"9551","cg22471112",-0.00076,0.00013,1.3e-08,NA,"NO2","P1E5"
"9552","cg22874188",-0.00023,4e-05,1.3e-08,NA,"NO2","P1E5"
"9553","cg23931734",-0.00039,6.9e-05,1.3e-08,NA,"NO2","P1E5"
"9554","cg03242028",-0.00032,5.6e-05,1.3e-08,NA,"NO2","P1E5"
"9555","cg03276484",-0.00035,6.2e-05,1.3e-08,NA,"NO2","P1E5"
"9556","cg06103412",-0.00032,5.5e-05,1.3e-08,NA,"NO2","P1E5"
"9557","cg13884995",-0.00041,7.2e-05,1.3e-08,NA,"NO2","P1E5"
"9558","cg16588297",-0.00032,5.6e-05,1.3e-08,NA,"NO2","P1E5"
"9559","cg19838107",-0.00024,4.1e-05,1.3e-08,NA,"NO2","P1E5"
"9560","cg20152413",-0.00042,7.3e-05,1.3e-08,NA,"NO2","P1E5"
"9561","cg02319094",-0.00039,6.9e-05,1.3e-08,NA,"NO2","P1E5"
"9562","cg02757488",-0.00065,0.00011,1.3e-08,NA,"NO2","P1E5"
"9563","cg07429629",-0.00021,3.6e-05,1.3e-08,NA,"NO2","P1E5"
"9564","cg16296797",-0.00035,6.1e-05,1.3e-08,NA,"NO2","P1E5"
"9565","cg18036998",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9566","cg26405913",-0.00041,7.3e-05,1.3e-08,NA,"NO2","P1E5"
"9567","cg01090565",-0.00045,7.8e-05,1.3e-08,NA,"NO2","P1E5"
"9568","cg02806802",-0.00048,8.5e-05,1.3e-08,NA,"NO2","P1E5"
"9569","cg02868521",-0.00034,5.9e-05,1.3e-08,NA,"NO2","P1E5"
"9570","cg08868213",-0.00034,5.9e-05,1.3e-08,NA,"NO2","P1E5"
"9571","cg09516958",-0.00036,6.3e-05,1.3e-08,NA,"NO2","P1E5"
"9572","cg11348653",-0.00047,8.2e-05,1.3e-08,NA,"NO2","P1E5"
"9573","cg14803762",-0.00043,7.6e-05,1.3e-08,NA,"NO2","P1E5"
"9574","cg15816119",-0.00042,7.4e-05,1.3e-08,NA,"NO2","P1E5"
"9575","cg22357679",-0.00043,7.5e-05,1.3e-08,NA,"NO2","P1E5"
"9576","cg23687971",-0.00059,1e-04,1.3e-08,NA,"NO2","P1E5"
"9577","cg06328100",-0.00032,5.6e-05,1.3e-08,NA,"NO2","P1E5"
"9578","cg15977904",-0.00037,6.4e-05,1.3e-08,NA,"NO2","P1E5"
"9579","cg17018349",-3e-04,5.3e-05,1.3e-08,NA,"NO2","P1E5"
"9580","cg23251122",-0.00029,5.1e-05,1.3e-08,NA,"NO2","P1E5"
"9581","cg23632109",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9582","cg25730237",-0.00041,7.2e-05,1.3e-08,NA,"NO2","P1E5"
"9583","cg27576971",-0.00022,3.8e-05,1.3e-08,NA,"NO2","P1E5"
"9584","cg03110787",-0.00028,4.9e-05,1.3e-08,NA,"NO2","P1E5"
"9585","cg03258475",-0.00049,8.6e-05,1.3e-08,NA,"NO2","P1E5"
"9586","cg07985864",-0.00021,3.7e-05,1.3e-08,NA,"NO2","P1E5"
"9587","cg09484214",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9588","cg12031375",-0.00027,4.8e-05,1.3e-08,NA,"NO2","P1E5"
"9589","cg13408046",-3e-04,5.3e-05,1.3e-08,NA,"NO2","P1E5"
"9590","cg14178428",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9591","cg18161711",-0.00025,4.4e-05,1.3e-08,NA,"NO2","P1E5"
"9592","cg21230565",-3e-04,5.2e-05,1.3e-08,NA,"NO2","P1E5"
"9593","cg22764851",-0.00022,3.9e-05,1.3e-08,NA,"NO2","P1E5"
"9594","cg01473038",-4e-04,7.1e-05,1.3e-08,NA,"NO2","P1E5"
"9595","cg02485642",-0.00019,3.3e-05,1.3e-08,NA,"NO2","P1E5"
"9596","cg03018001",-0.00033,5.8e-05,1.3e-08,NA,"NO2","P1E5"
"9597","cg03729204",-0.00043,7.6e-05,1.3e-08,NA,"NO2","P1E5"
"9598","cg06948937",-0.00031,5.5e-05,1.3e-08,NA,"NO2","P1E5"
"9599","cg07762347",-3e-04,5.2e-05,1.3e-08,NA,"NO2","P1E5"
"9600","cg08279035",-0.00025,4.3e-05,1.3e-08,NA,"NO2","P1E5"
"9601","cg16916688",-0.00044,7.7e-05,1.3e-08,NA,"NO2","P1E5"
"9602","cg17463655",-3e-04,5.3e-05,1.3e-08,NA,"NO2","P1E5"
"9603","cg20198183",-0.00029,5.2e-05,1.3e-08,NA,"NO2","P1E5"
"9604","cg23975425",-0.00018,3.1e-05,1.3e-08,NA,"NO2","P1E5"
"9605","cg24773770",-0.00029,5.1e-05,1.3e-08,NA,"NO2","P1E5"
"9606","cg27558876",-0.00032,5.6e-05,1.3e-08,NA,"NO2","P1E5"
"9607","cg00149734",-0.00021,3.7e-05,1.3e-08,NA,"NO2","P1E5"
"9608","cg04299028",-0.00044,7.7e-05,1.3e-08,NA,"NO2","P1E5"
"9609","cg08044634",-0.00024,4.2e-05,1.3e-08,NA,"NO2","P1E5"
"9610","cg13267140",-0.00021,3.8e-05,1.3e-08,NA,"NO2","P1E5"
"9611","cg13938187",-0.00031,5.5e-05,1.3e-08,NA,"NO2","P1E5"
"9612","cg17192315",-0.00027,4.8e-05,1.3e-08,NA,"NO2","P1E5"
"9613","cg25080973",-0.00042,7.5e-05,1.3e-08,NA,"NO2","P1E5"
"9614","cg27040709",-0.00048,8.4e-05,1.3e-08,NA,"NO2","P1E5"
"9615","cg00599402",-0.00031,5.4e-05,1.4e-08,NA,"NO2","P1E5"
"9616","cg06347582",-0.00031,5.4e-05,1.4e-08,NA,"NO2","P1E5"
"9617","cg06966083",-0.00035,6.2e-05,1.4e-08,NA,"NO2","P1E5"
"9618","cg08097359",0.00037,6.4e-05,1.4e-08,NA,"NO2","P1E5"
"9619","cg15674514",-0.00045,8e-05,1.4e-08,NA,"NO2","P1E5"
"9620","cg16948465",-3e-04,5.3e-05,1.4e-08,NA,"NO2","P1E5"
"9621","cg20695760",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9622","cg02389195",-0.00034,6.1e-05,1.4e-08,NA,"NO2","P1E5"
"9623","cg04487600",-0.00033,5.9e-05,1.4e-08,NA,"NO2","P1E5"
"9624","cg05989672",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9625","cg15793417",-0.00022,3.9e-05,1.4e-08,NA,"NO2","P1E5"
"9626","cg18869244",-0.00025,4.4e-05,1.4e-08,NA,"NO2","P1E5"
"9627","cg24864639",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9628","cg25943661",-0.00023,4.1e-05,1.4e-08,NA,"NO2","P1E5"
"9629","cg00085061",-4e-04,7e-05,1.4e-08,NA,"NO2","P1E5"
"9630","cg00684075",-0.00056,1e-04,1.4e-08,NA,"NO2","P1E5"
"9631","cg05630208",-0.00028,4.9e-05,1.4e-08,NA,"NO2","P1E5"
"9632","cg12797879",-0.00033,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9633","cg14206626",-0.00015,2.7e-05,1.4e-08,NA,"NO2","P1E5"
"9634","cg15460584",-0.00048,8.4e-05,1.4e-08,NA,"NO2","P1E5"
"9635","cg19599066",-0.00027,4.7e-05,1.4e-08,NA,"NO2","P1E5"
"9636","cg20050237",-0.00027,4.8e-05,1.4e-08,NA,"NO2","P1E5"
"9637","cg20543183",-0.00044,7.8e-05,1.4e-08,NA,"NO2","P1E5"
"9638","cg23612492",-0.00042,7.5e-05,1.4e-08,NA,"NO2","P1E5"
"9639","cg24780966",-0.00017,3.1e-05,1.4e-08,NA,"NO2","P1E5"
"9640","cg04913118",-0.00028,5e-05,1.4e-08,NA,"NO2","P1E5"
"9641","cg05603908",-5e-04,8.7e-05,1.4e-08,NA,"NO2","P1E5"
"9642","cg08951891",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9643","cg10210076",-0.00032,5.6e-05,1.4e-08,NA,"NO2","P1E5"
"9644","cg11336987",-3e-04,5.4e-05,1.4e-08,NA,"NO2","P1E5"
"9645","cg11520866",-0.00021,3.6e-05,1.4e-08,NA,"NO2","P1E5"
"9646","cg15419183",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9647","cg20402658",-0.00037,6.5e-05,1.4e-08,NA,"NO2","P1E5"
"9648","cg21439129",-0.00027,4.8e-05,1.4e-08,NA,"NO2","P1E5"
"9649","cg22495921",-0.00029,5.1e-05,1.4e-08,NA,"NO2","P1E5"
"9650","cg23273758",-3e-04,5.3e-05,1.4e-08,NA,"NO2","P1E5"
"9651","cg23971806",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9652","cg00519829",-0.00041,7.2e-05,1.4e-08,NA,"NO2","P1E5"
"9653","cg01498700",-0.00032,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9654","cg02036494",-0.00036,6.4e-05,1.4e-08,NA,"NO2","P1E5"
"9655","cg03945663",-0.00034,5.9e-05,1.4e-08,NA,"NO2","P1E5"
"9656","cg05119686",-0.00032,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9657","cg07800959",-0.00023,4.1e-05,1.4e-08,NA,"NO2","P1E5"
"9658","cg11749059",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9659","cg12386698",-0.00022,3.9e-05,1.4e-08,NA,"NO2","P1E5"
"9660","cg14955531",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9661","cg15165927",-0.00019,3.4e-05,1.4e-08,NA,"NO2","P1E5"
"9662","cg18366882",-0.00026,4.5e-05,1.4e-08,NA,"NO2","P1E5"
"9663","cg00909242",-0.00021,3.6e-05,1.4e-08,NA,"NO2","P1E5"
"9664","cg03791150",-0.00038,6.7e-05,1.4e-08,NA,"NO2","P1E5"
"9665","cg04511411",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9666","cg04942107",-0.00033,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9667","cg07915635",-4e-04,7e-05,1.4e-08,NA,"NO2","P1E5"
"9668","cg13895322",-0.00038,6.8e-05,1.4e-08,NA,"NO2","P1E5"
"9669","cg14443637",-4e-04,7.1e-05,1.4e-08,NA,"NO2","P1E5"
"9670","cg26049379",-3e-04,5.4e-05,1.4e-08,NA,"NO2","P1E5"
"9671","cg26706317",-0.00032,5.6e-05,1.4e-08,NA,"NO2","P1E5"
"9672","cg27133959",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9673","cg27655168",-0.00022,3.9e-05,1.4e-08,NA,"NO2","P1E5"
"9674","cg02413874",0.00027,4.8e-05,1.4e-08,NA,"NO2","P1E5"
"9675","cg05573829",-0.00024,4.2e-05,1.4e-08,NA,"NO2","P1E5"
"9676","cg11015353",-0.00015,2.6e-05,1.4e-08,NA,"NO2","P1E5"
"9677","cg11079426",-0.00023,4.1e-05,1.4e-08,NA,"NO2","P1E5"
"9678","cg11250170",-3e-04,5.4e-05,1.4e-08,NA,"NO2","P1E5"
"9679","cg22992966",-0.00048,8.4e-05,1.4e-08,NA,"NO2","P1E5"
"9680","cg26343761",-0.00029,5.1e-05,1.4e-08,NA,"NO2","P1E5"
"9681","cg26371310",-0.00039,6.9e-05,1.4e-08,NA,"NO2","P1E5"
"9682","cg00402222",-0.00032,5.6e-05,1.4e-08,NA,"NO2","P1E5"
"9683","cg02650779",-4e-04,7.1e-05,1.4e-08,NA,"NO2","P1E5"
"9684","cg03169242",-0.00038,6.7e-05,1.4e-08,NA,"NO2","P1E5"
"9685","cg04161137",-0.00024,4.3e-05,1.4e-08,NA,"NO2","P1E5"
"9686","cg08692478",-0.00029,5.1e-05,1.4e-08,NA,"NO2","P1E5"
"9687","cg13551706",-0.00026,4.5e-05,1.4e-08,NA,"NO2","P1E5"
"9688","cg13912753",-0.00026,4.5e-05,1.4e-08,NA,"NO2","P1E5"
"9689","cg18248273",-4e-04,7.1e-05,1.4e-08,NA,"NO2","P1E5"
"9690","cg21004358",-0.00095,0.00017,1.4e-08,NA,"NO2","P1E5"
"9691","cg26645237",-0.00042,7.3e-05,1.4e-08,NA,"NO2","P1E5"
"9692","cg05944661",-0.00047,8.3e-05,1.4e-08,NA,"NO2","P1E5"
"9693","cg07956012",-0.00034,6.1e-05,1.4e-08,NA,"NO2","P1E5"
"9694","cg08804207",-0.00042,7.3e-05,1.4e-08,NA,"NO2","P1E5"
"9695","cg09926046",-0.00031,5.6e-05,1.4e-08,NA,"NO2","P1E5"
"9696","cg16176095",-0.00026,4.6e-05,1.4e-08,NA,"NO2","P1E5"
"9697","cg16717267",-0.00029,5.1e-05,1.4e-08,NA,"NO2","P1E5"
"9698","cg18355311",-0.00025,4.4e-05,1.4e-08,NA,"NO2","P1E5"
"9699","cg18465834",-0.00044,7.7e-05,1.4e-08,NA,"NO2","P1E5"
"9700","cg21614107",-0.00047,8.3e-05,1.4e-08,NA,"NO2","P1E5"
"9701","cg23098051",-0.00058,1e-04,1.4e-08,NA,"NO2","P1E5"
"9702","cg24346204",-0.00046,8.1e-05,1.4e-08,NA,"NO2","P1E5"
"9703","cg02011124",-0.00039,6.8e-05,1.4e-08,NA,"NO2","P1E5"
"9704","cg04006984",-0.00032,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9705","cg04237618",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9706","cg05501419",-0.00045,8e-05,1.4e-08,NA,"NO2","P1E5"
"9707","cg07614448",-0.00048,8.5e-05,1.4e-08,NA,"NO2","P1E5"
"9708","cg07795325",-0.00053,9.3e-05,1.4e-08,NA,"NO2","P1E5"
"9709","cg13106156",-0.00032,5.7e-05,1.4e-08,NA,"NO2","P1E5"
"9710","cg13655385",-0.00033,5.8e-05,1.4e-08,NA,"NO2","P1E5"
"9711","cg22378583",-0.00023,4e-05,1.4e-08,NA,"NO2","P1E5"
"9712","cg24330746",-0.00011,1.9e-05,1.4e-08,NA,"NO2","P1E5"
"9713","cg25932761",-0.00034,6e-05,1.4e-08,NA,"NO2","P1E5"
"9714","cg26354398",-0.00027,4.7e-05,1.4e-08,NA,"NO2","P1E5"
"9715","cg27590742",-3e-04,5.3e-05,1.4e-08,NA,"NO2","P1E5"
"9716","cg00611192",-5e-04,8.9e-05,1.5e-08,NA,"NO2","P1E5"
"9717","cg03690080",-0.00025,4.4e-05,1.5e-08,NA,"NO2","P1E5"
"9718","cg11099899",-0.00032,5.7e-05,1.5e-08,NA,"NO2","P1E5"
"9719","cg12521267",-0.00033,5.8e-05,1.5e-08,NA,"NO2","P1E5"
"9720","cg20213479",-0.00026,4.6e-05,1.5e-08,NA,"NO2","P1E5"
"9721","cg23162647",-0.00031,5.5e-05,1.5e-08,NA,"NO2","P1E5"
"9722","cg25152404",-0.00057,1e-04,1.5e-08,NA,"NO2","P1E5"
"9723","cg26575622",-0.00022,3.8e-05,1.5e-08,NA,"NO2","P1E5"
"9724","cg01380747",-0.00034,5.9e-05,1.5e-08,NA,"NO2","P1E5"
"9725","cg06082596",-0.00032,5.6e-05,1.5e-08,NA,"NO2","P1E5"
"9726","cg06991148",-4e-04,7.1e-05,1.5e-08,NA,"NO2","P1E5"
"9727","cg08942929",-0.00027,4.8e-05,1.5e-08,NA,"NO2","P1E5"
"9728","cg12663490",-3e-04,5.3e-05,1.5e-08,NA,"NO2","P1E5"
"9729","cg18879198",-0.00037,6.6e-05,1.5e-08,NA,"NO2","P1E5"
"9730","cg00540363",-0.00023,4e-05,1.5e-08,NA,"NO2","P1E5"
"9731","cg10508138",-0.00031,5.6e-05,1.5e-08,NA,"NO2","P1E5"
"9732","cg12127149",0.00074,0.00013,1.5e-08,NA,"NO2","P1E5"
"9733","cg17142931",-0.00039,6.9e-05,1.5e-08,NA,"NO2","P1E5"
"9734","cg18281418",-3e-04,5.2e-05,1.5e-08,NA,"NO2","P1E5"
"9735","cg20961940",-0.00032,5.7e-05,1.5e-08,NA,"NO2","P1E5"
"9736","cg25526759",-2e-04,3.5e-05,1.5e-08,NA,"NO2","P1E5"
"9737","cg27534833",-0.00038,6.7e-05,1.5e-08,NA,"NO2","P1E5"
"9738","cg00135371",-0.00035,6.2e-05,1.5e-08,NA,"NO2","P1E5"
"9739","cg00829600",-0.00036,6.4e-05,1.5e-08,NA,"NO2","P1E5"
"9740","cg04742587",-0.00023,4.1e-05,1.5e-08,NA,"NO2","P1E5"
"9741","cg09138028",-0.00028,4.9e-05,1.5e-08,NA,"NO2","P1E5"
"9742","cg20411547",-2e-04,3.5e-05,1.5e-08,NA,"NO2","P1E5"
"9743","cg22988566",-4e-04,7.1e-05,1.5e-08,NA,"NO2","P1E5"
"9744","cg23521507",-0.00028,4.9e-05,1.5e-08,NA,"NO2","P1E5"
"9745","cg24806326",-0.00031,5.5e-05,1.5e-08,NA,"NO2","P1E5"
"9746","cg00777375",-0.00023,4.1e-05,1.5e-08,NA,"NO2","P1E5"
"9747","cg00872676",-0.00024,4.3e-05,1.5e-08,NA,"NO2","P1E5"
"9748","cg06549863",-0.00029,5.2e-05,1.5e-08,NA,"NO2","P1E5"
"9749","cg08424966",-0.00036,6.4e-05,1.5e-08,NA,"NO2","P1E5"
"9750","cg15889548",-0.00039,6.9e-05,1.5e-08,NA,"NO2","P1E5"
"9751","cg16171392",-0.00035,6.2e-05,1.5e-08,NA,"NO2","P1E5"
"9752","cg22563376",-0.00026,4.6e-05,1.5e-08,NA,"NO2","P1E5"
"9753","cg23096144",-0.00052,9.3e-05,1.5e-08,NA,"NO2","P1E5"
"9754","cg23549693",-0.00023,4.1e-05,1.5e-08,NA,"NO2","P1E5"
"9755","cg24191176",-0.00035,6.3e-05,1.5e-08,NA,"NO2","P1E5"
"9756","cg04037044",-3e-04,5.3e-05,1.5e-08,NA,"NO2","P1E5"
"9757","cg10618882",-0.00031,5.5e-05,1.5e-08,NA,"NO2","P1E5"
"9758","cg12126344",-0.00039,6.9e-05,1.5e-08,NA,"NO2","P1E5"
"9759","cg17861161",-0.00042,7.4e-05,1.5e-08,NA,"NO2","P1E5"
"9760","cg17962547",-0.00032,5.6e-05,1.5e-08,NA,"NO2","P1E5"
"9761","cg02233459",-0.00038,6.7e-05,1.5e-08,NA,"NO2","P1E5"
"9762","cg02373627",-0.00024,4.3e-05,1.5e-08,NA,"NO2","P1E5"
"9763","cg05380127",-0.00046,8.1e-05,1.5e-08,NA,"NO2","P1E5"
"9764","cg06681532",-0.00026,4.6e-05,1.5e-08,NA,"NO2","P1E5"
"9765","cg08568550",-0.00058,1e-04,1.5e-08,NA,"NO2","P1E5"
"9766","cg09895514",-0.00037,6.5e-05,1.5e-08,NA,"NO2","P1E5"
"9767","cg10097045",-0.00032,5.6e-05,1.5e-08,NA,"NO2","P1E5"
"9768","cg16290522",-0.00034,6e-05,1.5e-08,NA,"NO2","P1E5"
"9769","cg17341170",-3e-04,5.3e-05,1.5e-08,NA,"NO2","P1E5"
"9770","cg17840469",-0.00025,4.4e-05,1.5e-08,NA,"NO2","P1E5"
"9771","cg18598117",-0.00093,0.00016,1.5e-08,NA,"NO2","P1E5"
"9772","cg19820705",-0.00059,0.00011,1.5e-08,NA,"NO2","P1E5"
"9773","cg21871080",-0.00017,3e-05,1.5e-08,NA,"NO2","P1E5"
"9774","cg22430565",-0.00035,6.2e-05,1.5e-08,NA,"NO2","P1E5"
"9775","cg24875250",-0.00023,4.1e-05,1.5e-08,NA,"NO2","P1E5"
"9776","cg06119296",-0.00038,6.8e-05,1.5e-08,NA,"NO2","P1E5"
"9777","cg16028012",-0.00027,4.8e-05,1.5e-08,NA,"NO2","P1E5"
"9778","cg16679378",-0.00029,5.1e-05,1.5e-08,NA,"NO2","P1E5"
"9779","cg20144359",-0.00034,6e-05,1.5e-08,NA,"NO2","P1E5"
"9780","cg20494635",-0.00054,9.6e-05,1.5e-08,NA,"NO2","P1E5"
"9781","cg06422261",-0.00032,5.7e-05,1.5e-08,NA,"NO2","P1E5"
"9782","cg26230601",-0.00033,5.8e-05,1.5e-08,NA,"NO2","P1E5"
"9783","cg08330217",-4e-04,7e-05,1.5e-08,NA,"NO2","P1E5"
"9784","cg12442871",-0.00025,4.3e-05,1.5e-08,NA,"NO2","P1E5"
"9785","cg14252164",-0.00028,4.9e-05,1.5e-08,NA,"NO2","P1E5"
"9786","cg19043798",-0.00068,0.00012,1.5e-08,NA,"NO2","P1E5"
"9787","cg22238882",-0.00029,5.1e-05,1.5e-08,NA,"NO2","P1E5"
"9788","cg24784036",-0.00033,5.8e-05,1.5e-08,NA,"NO2","P1E5"
"9789","cg00306578",-0.00036,6.4e-05,1.5e-08,NA,"NO2","P1E5"
"9790","cg12902436",-0.00021,3.7e-05,1.5e-08,NA,"NO2","P1E5"
"9791","cg17051042",-0.00018,3.2e-05,1.5e-08,NA,"NO2","P1E5"
"9792","cg01397968",-0.00031,5.5e-05,1.6e-08,NA,"NO2","P1E5"
"9793","cg20817257",-0.00032,5.6e-05,1.6e-08,NA,"NO2","P1E5"
"9794","cg21704502",-0.00046,8.2e-05,1.6e-08,NA,"NO2","P1E5"
"9795","cg23417677",-0.00011,2e-05,1.6e-08,NA,"NO2","P1E5"
"9796","cg01420931",-0.00029,5.1e-05,1.6e-08,NA,"NO2","P1E5"
"9797","cg03214325",-4e-04,7.1e-05,1.6e-08,NA,"NO2","P1E5"
"9798","cg03487430",-0.00044,7.8e-05,1.6e-08,NA,"NO2","P1E5"
"9799","cg03778108",-0.00036,6.3e-05,1.6e-08,NA,"NO2","P1E5"
"9800","cg09469812",-0.00044,7.8e-05,1.6e-08,NA,"NO2","P1E5"
"9801","cg12426313",-0.00035,6.2e-05,1.6e-08,NA,"NO2","P1E5"
"9802","cg12658400",-0.00027,4.8e-05,1.6e-08,NA,"NO2","P1E5"
"9803","cg20110504",-0.00025,4.5e-05,1.6e-08,NA,"NO2","P1E5"
"9804","cg00043949",-0.00021,3.7e-05,1.6e-08,NA,"NO2","P1E5"
"9805","cg00987743",-0.00033,5.8e-05,1.6e-08,NA,"NO2","P1E5"
"9806","cg08453008",-0.00025,4.3e-05,1.6e-08,NA,"NO2","P1E5"
"9807","cg13476072",-0.00058,1e-04,1.6e-08,NA,"NO2","P1E5"
"9808","cg16323231",-0.00032,5.6e-05,1.6e-08,NA,"NO2","P1E5"
"9809","cg17497536",-0.00042,7.4e-05,1.6e-08,NA,"NO2","P1E5"
"9810","cg23155089",-4e-04,7.2e-05,1.6e-08,NA,"NO2","P1E5"
"9811","cg03240663",-0.00038,6.8e-05,1.6e-08,NA,"NO2","P1E5"
"9812","cg11237215",-2e-04,3.6e-05,1.6e-08,NA,"NO2","P1E5"
"9813","cg16912319",-0.00031,5.5e-05,1.6e-08,NA,"NO2","P1E5"
"9814","cg19407889",-0.00023,4e-05,1.6e-08,NA,"NO2","P1E5"
"9815","cg22693055",-0.00041,7.2e-05,1.6e-08,NA,"NO2","P1E5"
"9816","cg25386579",-0.00046,8.1e-05,1.6e-08,NA,"NO2","P1E5"
"9817","cg26464186",-0.00026,4.6e-05,1.6e-08,NA,"NO2","P1E5"
"9818","cg26638069",-0.00031,5.4e-05,1.6e-08,NA,"NO2","P1E5"
"9819","cg01434679",-3e-04,5.3e-05,1.6e-08,NA,"NO2","P1E5"
"9820","cg01534887",-0.00034,5.9e-05,1.6e-08,NA,"NO2","P1E5"
"9821","cg02695062",-0.00046,8.2e-05,1.6e-08,NA,"NO2","P1E5"
