"","CpG","Beta","SE","P","FDR","Trait","threshold"
"18057","cg14116908",-0.0031,9e-04,0.0011,0.0321,"smoking","F01"
"18058","cg03346521",0.0029,9e-04,0.0011,0.0321,"smoking","F01"
"18059","cg23291900",-0.0055,0.0017,0.0011,0.0322,"smoking","F01"
"18060","cg12380854",0.0041,0.0013,0.0011,0.0322,"smoking","F01"
"18061","cg22126440",0.0013,4e-04,0.0011,0.0322,"smoking","F01"
"18062","cg21179892",-0.0038,0.0011,0.0011,0.0322,"smoking","F01"
"18063","cg22962236",0.0049,0.0015,0.0011,0.0322,"smoking","F01"
"18064","cg11669285",0.0054,0.0017,0.0011,0.0322,"smoking","F01"
"18065","cg05180985",0.0015,4e-04,0.0011,0.0322,"smoking","F01"
"18066","cg24809407",0.0018,6e-04,0.0011,0.0322,"smoking","F01"
"18067","cg06911354",-0.0044,0.0014,0.0011,0.0322,"smoking","F01"
"18068","cg13673319",-0.0014,4e-04,0.0011,0.0322,"smoking","F01"
"18069","cg23982212",-0.0079,0.0024,0.0011,0.0322,"smoking","F01"
"18070","cg15243034",0.0064,0.002,0.0011,0.0322,"smoking","F01"
"18071","cg19471433",0.007,0.0021,0.0011,0.0322,"smoking","F01"
"18072","cg01899542",-0.0064,0.002,0.0011,0.0323,"smoking","F01"
"18073","cg07639694",0.0051,0.0016,0.0011,0.0323,"smoking","F01"
"18074","cg24674269",0.0048,0.0015,0.0011,0.0323,"smoking","F01"
"18075","cg03945320",-0.0018,6e-04,0.0011,0.0323,"smoking","F01"
"18076","cg13777609",-0.0039,0.0012,0.0011,0.0323,"smoking","F01"
"18077","cg26923410",0.0015,5e-04,0.0011,0.0323,"smoking","F01"
"18078","cg27421105",0.0039,0.0012,0.0011,0.0323,"smoking","F01"
"18079","cg16043345",0.0023,7e-04,0.0011,0.0323,"smoking","F01"
"18080","cg13990559",0.0019,6e-04,0.0011,0.0323,"smoking","F01"
"18081","cg18433784",0.0026,8e-04,0.0011,0.0323,"smoking","F01"
"18082","cg05470328",-0.0031,9e-04,0.0011,0.0323,"smoking","F01"
"18083","cg00095688",-0.0046,0.0014,0.0011,0.0323,"smoking","F01"
"18084","cg25586410",-0.004,0.0012,0.0011,0.0323,"smoking","F01"
"18085","cg05118960",-0.0048,0.0015,0.0011,0.0323,"smoking","F01"
"18086","cg24041882",0.0041,0.0012,0.0011,0.0323,"smoking","F01"
"18087","cg14709253",0.0032,0.001,0.0011,0.0323,"smoking","F01"
"18088","cg00807892",-7e-04,2e-04,0.0011,0.0323,"smoking","F01"
"18089","cg05774166",0.0015,4e-04,0.0011,0.0323,"smoking","F01"
"18090","cg25626999",0.0036,0.0011,0.0011,0.0323,"smoking","F01"
"18091","cg24990212",0.0023,7e-04,0.0011,0.0323,"smoking","F01"
"18092","cg04848349",0.0056,0.0017,0.0011,0.0323,"smoking","F01"
"18093","cg03515897",0.0044,0.0014,0.0011,0.0324,"smoking","F01"
"18094","cg08653258",0.0036,0.0011,0.0011,0.0324,"smoking","F01"
"18095","cg21008399",-0.0032,0.001,0.0011,0.0324,"smoking","F01"
"18096","cg11273250",-0.0023,7e-04,0.0011,0.0324,"smoking","F01"
"18097","cg14720274",-0.0032,0.001,0.0011,0.0324,"smoking","F01"
"18098","cg24400921",0.0012,4e-04,0.0011,0.0324,"smoking","F01"
"18099","cg18214436",-0.002,6e-04,0.0011,0.0324,"smoking","F01"
"18100","cg02553516",0.001,3e-04,0.0011,0.0324,"smoking","F01"
"18101","cg15684772",-0.0024,7e-04,0.0011,0.0324,"smoking","F01"
"18102","cg12405265",0.0082,0.0025,0.0011,0.0324,"smoking","F01"
"18103","cg21940708",-0.0029,9e-04,0.0011,0.0324,"smoking","F01"
"18104","cg00368055",0.0013,4e-04,0.0011,0.0324,"smoking","F01"
"18105","cg03533519",0.0024,7e-04,0.0011,0.0324,"smoking","F01"
"18106","cg02964087",0.0014,4e-04,0.0011,0.0324,"smoking","F01"
"18107","cg07106737",0.0024,7e-04,0.0011,0.0325,"smoking","F01"
"18108","cg24588162",0.0026,8e-04,0.0011,0.0325,"smoking","F01"
"18109","cg07738439",0.0033,0.001,0.0011,0.0325,"smoking","F01"
"18110","cg07478501",-0.0022,7e-04,0.0011,0.0325,"smoking","F01"
"18111","cg26343883",-0.0068,0.0021,0.0011,0.0325,"smoking","F01"
"18112","cg14287022",0.0028,9e-04,0.0011,0.0325,"smoking","F01"
"18113","cg06250423",-0.0033,0.001,0.0011,0.0325,"smoking","F01"
"18114","cg21217270",0.0056,0.0017,0.0011,0.0325,"smoking","F01"
"18115","cg14372472",-0.0037,0.0011,0.0011,0.0325,"smoking","F01"
"18116","cg03196269",0.0017,5e-04,0.0011,0.0325,"smoking","F01"
"18117","cg12534328",0.0014,4e-04,0.0011,0.0325,"smoking","F01"
"18118","cg10277175",-0.0048,0.0015,0.0011,0.0325,"smoking","F01"
"18119","cg08178063",0.0021,6e-04,0.0011,0.0326,"smoking","F01"
"18120","cg11580525",-0.005,0.0015,0.0011,0.0326,"smoking","F01"
"18121","cg15918685",0.0025,8e-04,0.0011,0.0326,"smoking","F01"
"18122","cg23891996",0.0027,8e-04,0.0011,0.0326,"smoking","F01"
"18123","cg24020152",-0.0053,0.0016,0.0011,0.0326,"smoking","F01"
"18124","cg06688989",0.0019,6e-04,0.0011,0.0326,"smoking","F01"
"18125","cg18439080",-0.0078,0.0024,0.0011,0.0326,"smoking","F01"
"18126","cg23267759",0.0036,0.0011,0.0011,0.0326,"smoking","F01"
"18127","cg08201238",0.0025,8e-04,0.0011,0.0326,"smoking","F01"
"18128","cg23371436",0.0052,0.0016,0.0011,0.0326,"smoking","F01"
"18129","cg19327614",0.0022,7e-04,0.0011,0.0326,"smoking","F01"
"18130","cg22783327",0.0029,9e-04,0.0011,0.0326,"smoking","F01"
"18131","cg27557428",0.003,9e-04,0.0011,0.0326,"smoking","F01"
"18132","cg01080407",-0.0019,6e-04,0.0011,0.0326,"smoking","F01"
"18133","cg06753163",0.0037,0.0011,0.0011,0.0327,"smoking","F01"
"18134","cg16534867",0.0025,8e-04,0.0011,0.0327,"smoking","F01"
"18135","cg10108888",0.0036,0.0011,0.0011,0.0327,"smoking","F01"
"18136","cg05689413",-0.008,0.0024,0.0011,0.0327,"smoking","F01"
"18137","cg08835755",0.0054,0.0016,0.0011,0.0327,"smoking","F01"
"18138","cg02481789",0.0058,0.0018,0.0011,0.0327,"smoking","F01"
"18139","cg11255265",0.0018,5e-04,0.0011,0.0327,"smoking","F01"
"18140","cg24065770",-0.0011,4e-04,0.0011,0.0327,"smoking","F01"
"18141","cg18993334",-0.0031,9e-04,0.0011,0.0327,"smoking","F01"
"18142","cg12923994",0.0019,6e-04,0.0011,0.0327,"smoking","F01"
"18143","cg15839219",0.0023,7e-04,0.0011,0.0327,"smoking","F01"
"18144","cg10670310",-0.0016,5e-04,0.0011,0.0327,"smoking","F01"
"18145","cg07467062",-0.0028,9e-04,0.0011,0.0327,"smoking","F01"
"18146","cg13235761",0.0025,8e-04,0.0011,0.0327,"smoking","F01"
"18147","cg13063967",0.0027,8e-04,0.0011,0.0327,"smoking","F01"
"18148","cg17329202",-0.0056,0.0017,0.0011,0.0327,"smoking","F01"
"18149","cg19698789",-0.0027,8e-04,0.0011,0.0327,"smoking","F01"
"18150","cg09941876",-0.0056,0.0017,0.0011,0.0327,"smoking","F01"
"18151","cg25612391",-0.0084,0.0026,0.0011,0.0328,"smoking","F01"
"18152","cg05247640",0.0018,6e-04,0.0011,0.0328,"smoking","F01"
"18153","cg14467281",0.0041,0.0013,0.0011,0.0328,"smoking","F01"
"18154","cg05111603",-0.0047,0.0014,0.0011,0.0328,"smoking","F01"
"18155","cg07791160",-0.005,0.0015,0.0011,0.0328,"smoking","F01"
"18156","cg07167063",-0.0019,6e-04,0.0011,0.0328,"smoking","F01"
"18157","cg18328933",-0.0036,0.0011,0.0011,0.0328,"smoking","F01"
"18158","cg26690474",0.0019,6e-04,0.0011,0.0328,"smoking","F01"
"18159","cg05726118",0.0074,0.0023,0.0011,0.0328,"smoking","F01"
"18160","cg01152408",-0.0038,0.0011,0.0011,0.0328,"smoking","F01"
"18161","cg04120546",0.0033,0.001,0.0011,0.0329,"smoking","F01"
"18162","cg04671541",0.0036,0.0011,0.0011,0.0329,"smoking","F01"
"18163","cg10464773",-0.0095,0.0029,0.0011,0.0329,"smoking","F01"
"18164","cg07071449",-0.0074,0.0023,0.0011,0.0329,"smoking","F01"
"18165","cg27211576",-0.0065,0.002,0.0011,0.0329,"smoking","F01"
"18166","cg19769080",-0.0061,0.0019,0.0011,0.0329,"smoking","F01"
"18167","cg03273057",0.0038,0.0012,0.0011,0.0329,"smoking","F01"
"18168","cg14674720",0.0036,0.0011,0.0011,0.0329,"smoking","F01"
"18169","cg01432609",-0.0046,0.0014,0.0011,0.0329,"smoking","F01"
"18170","cg11970192",-0.0054,0.0017,0.0011,0.0329,"smoking","F01"
"18171","cg16062253",0.0036,0.0011,0.0011,0.0329,"smoking","F01"
"18172","cg00508526",0.0016,5e-04,0.0011,0.0329,"smoking","F01"
"18173","cg15454110",-0.0044,0.0013,0.0011,0.0329,"smoking","F01"
"18174","cg07016605",-0.0037,0.0011,0.0011,0.0329,"smoking","F01"
"18175","cg01658663",0.0019,6e-04,0.0011,0.0329,"smoking","F01"
"18176","cg11650479",0.0036,0.0011,0.0011,0.0329,"smoking","F01"
"18177","cg11520395",-0.0025,8e-04,0.0011,0.033,"smoking","F01"
"18178","cg14561834",0.0024,7e-04,0.0011,0.033,"smoking","F01"
"18179","cg16933388",0.0025,8e-04,0.0011,0.033,"smoking","F01"
"18180","cg14321245",-0.002,6e-04,0.0011,0.033,"smoking","F01"
"18181","cg00117335",0.0018,5e-04,0.0011,0.033,"smoking","F01"
"18182","cg22658846",-0.001,3e-04,0.0011,0.033,"smoking","F01"
"18183","cg03502982",0.003,9e-04,0.0011,0.033,"smoking","F01"
"18184","cg07893801",-0.0055,0.0017,0.0011,0.033,"smoking","F01"
"18185","cg16672223",0.005,0.0015,0.0011,0.0331,"smoking","F01"
"18186","cg08324906",0.0037,0.0011,0.0011,0.0331,"smoking","F01"
"18187","cg08249988",0.0025,8e-04,0.0011,0.0331,"smoking","F01"
"18188","cg03995300",0.0083,0.0025,0.0011,0.0331,"smoking","F01"
"18189","cg03796321",0.0012,4e-04,0.0011,0.0332,"smoking","F01"
"18190","cg27031506",0.0017,5e-04,0.0011,0.0332,"smoking","F01"
"18191","cg05034603",-0.0029,9e-04,0.0011,0.0332,"smoking","F01"
"18192","cg02305765",0.0043,0.0013,0.0011,0.0332,"smoking","F01"
"18193","cg04380340",0.0016,5e-04,0.0011,0.0332,"smoking","F01"
"18194","cg22659049",0.0062,0.0019,0.0011,0.0332,"smoking","F01"
"18195","cg03720745",-0.0061,0.0019,0.0011,0.0332,"smoking","F01"
"18196","cg14817906",0.0031,9e-04,0.0011,0.0332,"smoking","F01"
"18197","cg17298279",-0.0026,8e-04,0.0011,0.0332,"smoking","F01"
"18198","cg19442493",-0.0036,0.0011,0.0011,0.0332,"smoking","F01"
"18199","cg03965198",-5e-04,2e-04,0.0011,0.0332,"smoking","F01"
"18200","cg12972233",0.0036,0.0011,0.0011,0.0332,"smoking","F01"
"18201","cg12419932",0.0045,0.0014,0.0011,0.0332,"smoking","F01"
"18202","cg06845268",-0.0017,5e-04,0.0011,0.0332,"smoking","F01"
"18203","cg24340572",0.0026,8e-04,0.0011,0.0333,"smoking","F01"
"18204","cg17705615",0.003,9e-04,0.0011,0.0333,"smoking","F01"
"18205","cg21460606",-0.0016,5e-04,0.0011,0.0333,"smoking","F01"
"18206","cg10075378",0.0014,4e-04,0.0011,0.0333,"smoking","F01"
"18207","cg20117260",0.0029,9e-04,0.0011,0.0333,"smoking","F01"
"18208","cg20023231",0.0029,9e-04,0.0011,0.0333,"smoking","F01"
"18209","cg01200186",0.002,6e-04,0.0011,0.0333,"smoking","F01"
"18210","cg10073571",0.0023,7e-04,0.0011,0.0333,"smoking","F01"
"18211","cg01270709",-0.0044,0.0014,0.0011,0.0333,"smoking","F01"
"18212","cg10213762",0.01,0.0031,0.0011,0.0333,"smoking","F01"
"18213","cg03654623",-0.0037,0.0011,0.0011,0.0333,"smoking","F01"
"18214","cg11712735",-5e-04,2e-04,0.0011,0.0333,"smoking","F01"
"18215","cg00386101",0.0028,8e-04,0.0011,0.0334,"smoking","F01"
"18216","cg23824354",-0.0015,5e-04,0.0011,0.0334,"smoking","F01"
"18217","cg17485838",-0.0104,0.0032,0.0011,0.0334,"smoking","F01"
"18218","cg07372034",-0.0046,0.0014,0.0011,0.0334,"smoking","F01"
"18219","cg03427298",0.0064,0.002,0.0011,0.0334,"smoking","F01"
"18220","cg24876187",-0.0076,0.0023,0.0011,0.0334,"smoking","F01"
"18221","cg17421805",-0.0034,0.001,0.0011,0.0334,"smoking","F01"
"18222","cg26756506",0.001,3e-04,0.0011,0.0334,"smoking","F01"
"18223","cg11877254",-0.0109,0.0033,0.0011,0.0334,"smoking","F01"
"18224","cg05586607",0.0056,0.0017,0.0011,0.0335,"smoking","F01"
"18225","cg26878870",-0.0065,0.002,0.0011,0.0335,"smoking","F01"
"18226","cg22935192",0.0027,8e-04,0.0011,0.0335,"smoking","F01"
"18227","cg10372921",-0.0046,0.0014,0.0011,0.0335,"smoking","F01"
"18228","cg24851513",0.0045,0.0014,0.0011,0.0335,"smoking","F01"
"18229","cg08635255",0.0011,3e-04,0.0011,0.0335,"smoking","F01"
"18230","cg04907151",0.0057,0.0017,0.0011,0.0335,"smoking","F01"
"18231","cg04610235",-0.0028,9e-04,0.0011,0.0335,"smoking","F01"
"18232","cg12179661",-0.0046,0.0014,0.0011,0.0335,"smoking","F01"
"18233","cg17960934",-0.0032,0.001,0.0011,0.0335,"smoking","F01"
"18234","cg24265280",0.0015,5e-04,0.0011,0.0335,"smoking","F01"
"18235","cg18731680",0.0051,0.0016,0.0011,0.0335,"smoking","F01"
"18236","cg26945050",0.0013,4e-04,0.0011,0.0335,"smoking","F01"
"18237","cg11099722",0.003,9e-04,0.0011,0.0335,"smoking","F01"
"18238","cg24914185",0.0048,0.0015,0.0011,0.0335,"smoking","F01"
"18239","cg03233332",-0.0026,8e-04,0.0011,0.0335,"smoking","F01"
"18240","cg19442545",-0.005,0.0015,0.0011,0.0335,"smoking","F01"
"18241","cg10969051",0.001,3e-04,0.0011,0.0335,"smoking","F01"
"18242","cg09130288",0.001,3e-04,0.0011,0.0335,"smoking","F01"
"18243","cg17885791",0.0042,0.0013,0.0011,0.0335,"smoking","F01"
"18244","cg24262469",0.0061,0.0019,0.0011,0.0335,"smoking","F01"
"18245","cg00360414",0.0029,9e-04,0.0011,0.0336,"smoking","F01"
"18246","cg11270070",-0.002,6e-04,0.0011,0.0336,"smoking","F01"
"18247","cg20231084",-0.0034,0.0011,0.0011,0.0336,"smoking","F01"
"18248","cg01822759",0.0054,0.0016,0.0011,0.0336,"smoking","F01"
"18249","cg05845178",-0.0013,4e-04,0.0011,0.0336,"smoking","F01"
"18250","cg18826598",-0.0023,7e-04,0.0011,0.0336,"smoking","F01"
"18251","cg00064778",0.0047,0.0015,0.0011,0.0336,"smoking","F01"
"18252","cg22325580",0.0022,7e-04,0.0011,0.0336,"smoking","F01"
"18253","cg21374048",0.005,0.0015,0.0011,0.0336,"smoking","F01"
"18254","cg03433942",-0.004,0.0012,0.0011,0.0336,"smoking","F01"
"18255","cg00118978",-0.0054,0.0017,0.0011,0.0336,"smoking","F01"
"18256","cg06935608",0.0034,0.001,0.0011,0.0336,"smoking","F01"
"18257","cg13840968",-0.0042,0.0013,0.0011,0.0336,"smoking","F01"
"18258","cg22953267",-0.0035,0.0011,0.0011,0.0336,"smoking","F01"
"18259","cg05670885",-0.0017,5e-04,0.0011,0.0336,"smoking","F01"
"18260","cg26954156",-0.0045,0.0014,0.0011,0.0337,"smoking","F01"
"18261","cg15456476",-0.0027,8e-04,0.0011,0.0337,"smoking","F01"
"18262","cg02313495",-0.0134,0.0041,0.0011,0.0337,"smoking","F01"
"18263","cg04161859",-0.0024,7e-04,0.0011,0.0337,"smoking","F01"
"18264","cg20145009",-0.0046,0.0014,0.0011,0.0337,"smoking","F01"
"18265","cg12554573",-0.0048,0.0015,0.0011,0.0337,"smoking","F01"
"18266","cg02508830",0.0031,9e-04,0.0011,0.0337,"smoking","F01"
"18267","cg04314261",-0.0073,0.0022,0.0011,0.0337,"smoking","F01"
"18268","cg10364905",-0.0021,6e-04,0.0011,0.0337,"smoking","F01"
"18269","cg17593512",-0.0026,8e-04,0.0011,0.0337,"smoking","F01"
"18270","cg14075731",0.0041,0.0013,0.0011,0.0337,"smoking","F01"
"18271","cg11834658",-0.0021,7e-04,0.0011,0.0337,"smoking","F01"
"18272","cg02964724",0.0023,7e-04,0.0011,0.0337,"smoking","F01"
"18273","cg11657615",0.0024,7e-04,0.0011,0.0337,"smoking","F01"
"18274","cg10925915",-0.0024,7e-04,0.0011,0.0337,"smoking","F01"
"18275","cg05752819",0.0017,5e-04,0.0011,0.0337,"smoking","F01"
"18276","cg07164133",0.0021,6e-04,0.0011,0.0337,"smoking","F01"
"18277","cg13139848",0.0028,9e-04,0.0011,0.0338,"smoking","F01"
"18278","cg27626110",-0.0022,7e-04,0.0011,0.0338,"smoking","F01"
"18279","cg12840502",0.0022,7e-04,0.0011,0.0338,"smoking","F01"
"18280","cg19629631",-0.0114,0.0035,0.0011,0.0338,"smoking","F01"
"18281","cg14259466",0.0066,0.002,0.0011,0.0338,"smoking","F01"
"18282","cg07061368",-0.0031,9e-04,0.0011,0.0338,"smoking","F01"
"18283","cg12363375",0.0032,0.001,0.0011,0.0338,"smoking","F01"
"18284","cg14846965",0.0034,0.0011,0.0011,0.0338,"smoking","F01"
"18285","cg12303813",-0.0035,0.0011,0.0011,0.0338,"smoking","F01"
"18286","cg02776448",-0.0029,9e-04,0.0011,0.0338,"smoking","F01"
"18287","cg11786338",-0.0039,0.0012,0.0011,0.0338,"smoking","F01"
"18288","cg21787176",0.0041,0.0013,0.0011,0.0338,"smoking","F01"
"18289","cg12172441",-0.0047,0.0014,0.0011,0.0339,"smoking","F01"
"18290","cg21670987",-0.0078,0.0024,0.0011,0.0339,"smoking","F01"
"18291","cg04050898",0.0027,8e-04,0.0011,0.0339,"smoking","F01"
"18292","cg06820905",0.0016,5e-04,0.0011,0.0339,"smoking","F01"
"18293","cg24131595",0.0018,6e-04,0.0011,0.0339,"smoking","F01"
"18294","cg00826384",0.0019,6e-04,0.0011,0.0339,"smoking","F01"
"18295","cg27254468",-0.0014,4e-04,0.0011,0.0339,"smoking","F01"
"18296","cg22009923",-0.0047,0.0014,0.0011,0.0339,"smoking","F01"
"18297","cg27211408",-0.0076,0.0023,0.0011,0.0339,"smoking","F01"
"18298","cg14817241",-0.0025,8e-04,0.0011,0.0339,"smoking","F01"
"18299","cg13797673",-0.0078,0.0024,0.0011,0.0339,"smoking","F01"
"18300","cg03757552",0.0031,0.001,0.0011,0.034,"smoking","F01"
"18301","cg05262436",-0.0022,7e-04,0.0011,0.034,"smoking","F01"
"18302","cg12955084",0.0053,0.0016,0.0011,0.034,"smoking","F01"
"18303","cg10663078",0.0038,0.0012,0.0011,0.034,"smoking","F01"
"18304","cg07201017",-0.0039,0.0012,0.0011,0.034,"smoking","F01"
"18305","cg19782411",0.003,9e-04,0.0011,0.034,"smoking","F01"
"18306","cg08776014",0.0046,0.0014,0.0011,0.034,"smoking","F01"
"18307","cg26623455",0.0016,5e-04,0.0011,0.034,"smoking","F01"
"18308","cg21605283",0.0039,0.0012,0.0011,0.034,"smoking","F01"
"18309","cg13622355",0.004,0.0012,0.0011,0.034,"smoking","F01"
"18310","cg09829888",0.0025,8e-04,0.0011,0.034,"smoking","F01"
"18311","cg14825905",-0.0025,8e-04,0.0011,0.034,"smoking","F01"
"18312","cg02787917",0.002,6e-04,0.0011,0.034,"smoking","F01"
"18313","cg15614119",-0.0051,0.0016,0.0011,0.034,"smoking","F01"
"18314","cg23095517",-0.0022,7e-04,0.0011,0.034,"smoking","F01"
"18315","cg12417362",0.0037,0.0011,0.0011,0.034,"smoking","F01"
"18316","cg19695041",-0.0033,0.001,0.0011,0.034,"smoking","F01"
"18317","cg11850549",-0.0029,9e-04,0.0011,0.0341,"smoking","F01"
"18318","cg13849419",-0.0032,0.001,0.0011,0.0341,"smoking","F01"
"18319","cg09559021",0.0032,0.001,0.0011,0.0341,"smoking","F01"
"18320","cg19826848",-0.002,6e-04,0.0011,0.0341,"smoking","F01"
"18321","cg25298754",-0.0073,0.0022,0.0011,0.0341,"smoking","F01"
"18322","cg16848873",-0.0109,0.0034,0.0011,0.0341,"smoking","F01"
"18323","cg08363794",0.004,0.0012,0.0011,0.0341,"smoking","F01"
"18324","cg01253508",0.0025,8e-04,0.0011,0.0341,"smoking","F01"
"18325","cg08947790",0.004,0.0012,0.0011,0.0341,"smoking","F01"
"18326","cg08122652",-0.0069,0.0021,0.0011,0.0341,"smoking","F01"
"18327","cg17389427",-0.0019,6e-04,0.0011,0.0341,"smoking","F01"
"18328","cg20336571",-0.0062,0.0019,0.0011,0.0341,"smoking","F01"
"18329","cg22598563",0.0034,0.0011,0.0011,0.0341,"smoking","F01"
"18330","cg10538151",0.0019,6e-04,0.0011,0.0341,"smoking","F01"
"18331","cg00461022",0.0044,0.0014,0.0011,0.0341,"smoking","F01"
"18332","cg19145218",-0.0054,0.0017,0.0011,0.0341,"smoking","F01"
"18333","cg13894496",-0.003,9e-04,0.0011,0.0342,"smoking","F01"
"18334","cg04750536",0.0043,0.0013,0.0011,0.0342,"smoking","F01"
"18335","cg06760518",-0.0044,0.0014,0.0011,0.0342,"smoking","F01"
"18336","cg08306303",0.0039,0.0012,0.0011,0.0342,"smoking","F01"
"18337","cg21817179",0.0041,0.0013,0.0011,0.0342,"smoking","F01"
"18338","cg23418645",-0.0034,0.0011,0.0011,0.0342,"smoking","F01"
"18339","cg00700455",0.0021,7e-04,0.0011,0.0342,"smoking","F01"
"18340","cg05207227",0.0017,5e-04,0.0011,0.0342,"smoking","F01"
"18341","cg06194960",-0.0041,0.0013,0.0011,0.0342,"smoking","F01"
"18342","cg24446586",0.0035,0.0011,0.0011,0.0342,"smoking","F01"
"18343","cg04630292",0.0026,8e-04,0.0011,0.0342,"smoking","F01"
"18344","cg17974247",-0.0022,7e-04,0.0011,0.0342,"smoking","F01"
"18345","cg10313149",-0.0031,0.001,0.0011,0.0343,"smoking","F01"
"18346","cg15653855",-0.0058,0.0018,0.0011,0.0343,"smoking","F01"
"18347","cg11765205",0.0012,4e-04,0.0011,0.0343,"smoking","F01"
"18348","cg02845204",0.0044,0.0013,0.0011,0.0343,"smoking","F01"
"18349","cg17926016",-0.0023,7e-04,0.0012,0.0343,"smoking","F01"
"18350","cg00626312",-0.0023,7e-04,0.0012,0.0343,"smoking","F01"
"18351","cg26845138",0.0031,0.001,0.0012,0.0343,"smoking","F01"
"18352","cg09121339",0.005,0.0016,0.0012,0.0343,"smoking","F01"
"18353","cg25625146",0.0021,6e-04,0.0012,0.0343,"smoking","F01"
"18354","cg02397727",0.0026,8e-04,0.0012,0.0343,"smoking","F01"
"18355","cg07499643",-6e-04,2e-04,0.0012,0.0343,"smoking","F01"
"18356","cg07109801",-0.0047,0.0014,0.0012,0.0343,"smoking","F01"
"18357","cg17806401",0.003,9e-04,0.0012,0.0343,"smoking","F01"
"18358","cg00186954",-0.0039,0.0012,0.0012,0.0343,"smoking","F01"
"18359","cg01668281",-0.0052,0.0016,0.0012,0.0343,"smoking","F01"
"18360","cg19570545",0.0011,3e-04,0.0012,0.0343,"smoking","F01"
"18361","cg18032164",0.0038,0.0012,0.0012,0.0343,"smoking","F01"
"18362","cg13470504",0.0043,0.0013,0.0012,0.0343,"smoking","F01"
"18363","cg11020638",0.0033,0.001,0.0012,0.0343,"smoking","F01"
"18364","cg13781956",-0.0051,0.0016,0.0012,0.0344,"smoking","F01"
"18365","cg10523370",0.0037,0.0011,0.0012,0.0344,"smoking","F01"
"18366","cg08261871",0.0013,4e-04,0.0012,0.0344,"smoking","F01"
"18367","cg01943221",-0.0052,0.0016,0.0012,0.0344,"smoking","F01"
"18368","cg18437365",0.0034,0.001,0.0012,0.0344,"smoking","F01"
"18369","cg15962314",-0.0072,0.0022,0.0012,0.0344,"smoking","F01"
"18370","cg10566578",0.0034,0.0011,0.0012,0.0344,"smoking","F01"
"18371","cg02332525",0.0041,0.0013,0.0012,0.0344,"smoking","F01"
"18372","cg12599982",-0.006,0.0018,0.0012,0.0344,"smoking","F01"
"18373","cg05628163",9e-04,3e-04,0.0012,0.0344,"smoking","F01"
"18374","cg04003228",-0.0018,6e-04,0.0012,0.0344,"smoking","F01"
"18375","cg09253696",-0.0068,0.0021,0.0012,0.0344,"smoking","F01"
"18376","cg04326499",-0.0049,0.0015,0.0012,0.0344,"smoking","F01"
"18377","cg09906309",0.0022,7e-04,0.0012,0.0344,"smoking","F01"
"18378","cg17249452",0.0041,0.0013,0.0012,0.0344,"smoking","F01"
"18379","cg14392283",-0.0021,7e-04,0.0012,0.0344,"smoking","F01"
"18380","cg22230912",-0.0075,0.0023,0.0012,0.0344,"smoking","F01"
"18381","cg00237631",-0.0014,4e-04,0.0012,0.0344,"smoking","F01"
"18382","cg23288335",-0.0028,9e-04,0.0012,0.0344,"smoking","F01"
"18383","cg04999352",0.0043,0.0013,0.0012,0.0345,"smoking","F01"
"18384","cg16453665",-9e-04,3e-04,0.0012,0.0345,"smoking","F01"
"18385","cg11856822",0.003,9e-04,0.0012,0.0345,"smoking","F01"
"18386","cg20328456",-0.0068,0.0021,0.0012,0.0345,"smoking","F01"
"18387","cg03593189",0.0047,0.0014,0.0012,0.0345,"smoking","F01"
"18388","cg07805542",-0.0089,0.0027,0.0012,0.0345,"smoking","F01"
"18389","cg18114129",-0.003,9e-04,0.0012,0.0345,"smoking","F01"
"18390","cg25065535",0.0031,0.001,0.0012,0.0345,"smoking","F01"
"18391","cg20881910",0.0025,8e-04,0.0012,0.0345,"smoking","F01"
"18392","cg25825008",0.0016,5e-04,0.0012,0.0345,"smoking","F01"
"18393","cg00852783",-0.0028,9e-04,0.0012,0.0345,"smoking","F01"
"18394","cg07042144",0.0052,0.0016,0.0012,0.0345,"smoking","F01"
"18395","cg03207915",0.0021,6e-04,0.0012,0.0345,"smoking","F01"
"18396","cg05266781",0.003,9e-04,0.0012,0.0345,"smoking","F01"
"18397","cg00743269",0.0014,4e-04,0.0012,0.0345,"smoking","F01"
"18398","cg22230229",-0.0038,0.0012,0.0012,0.0345,"smoking","F01"
"18399","cg23300529",-0.0035,0.0011,0.0012,0.0345,"smoking","F01"
"18400","cg05257291",0.0016,5e-04,0.0012,0.0345,"smoking","F01"
"18401","cg10890925",0.0022,7e-04,0.0012,0.0346,"smoking","F01"
"18402","cg08734740",0.0039,0.0012,0.0012,0.0346,"smoking","F01"
"18403","cg20664636",-0.0045,0.0014,0.0012,0.0346,"smoking","F01"
"18404","cg14039237",-0.0041,0.0013,0.0012,0.0346,"smoking","F01"
"18405","cg10207609",-0.0044,0.0014,0.0012,0.0346,"smoking","F01"
"18406","cg15778054",-0.0067,0.0021,0.0012,0.0346,"smoking","F01"
"18407","cg01802117",-0.0016,5e-04,0.0012,0.0346,"smoking","F01"
"18408","cg11360522",0.006,0.0019,0.0012,0.0346,"smoking","F01"
"18409","cg06963233",-0.0038,0.0012,0.0012,0.0346,"smoking","F01"
"18410","cg05324393",0.0058,0.0018,0.0012,0.0346,"smoking","F01"
"18411","cg26430287",-0.0085,0.0026,0.0012,0.0346,"smoking","F01"
"18412","cg19545472",-0.0049,0.0015,0.0012,0.0346,"smoking","F01"
