"","CpG","Beta","SE","P","FDR","Trait","threshold"
"6601","cg15109172",-0.00029,5.3e-05,3.2e-08,NA,"NO2","GW"
"6602","cg18965684",-0.00022,4e-05,3.2e-08,NA,"NO2","GW"
"6603","cg21874829",-0.00011,2e-05,3.2e-08,NA,"NO2","GW"
"6604","cg26962533",-0.00019,3.5e-05,3.2e-08,NA,"NO2","GW"
"6605","cg01827999",-0.00036,6.5e-05,3.2e-08,NA,"NO2","GW"
"6606","cg14037553",-0.00028,5.1e-05,3.2e-08,NA,"NO2","GW"
"6607","cg16829674",-0.00025,4.6e-05,3.2e-08,NA,"NO2","GW"
"6608","cg19257102",-0.00036,6.5e-05,3.2e-08,NA,"NO2","GW"
"6609","cg22308970",-0.00022,4e-05,3.2e-08,NA,"NO2","GW"
"6610","cg25663892",-0.00048,8.6e-05,3.2e-08,NA,"NO2","GW"
"6611","cg05296180",-0.00027,4.9e-05,3.2e-08,NA,"NO2","GW"
"6612","cg11852149",-0.00024,4.3e-05,3.2e-08,NA,"NO2","GW"
"6613","cg13575205",-0.00025,4.5e-05,3.2e-08,NA,"NO2","GW"
"6614","cg26943731",-0.00056,1e-04,3.2e-08,NA,"NO2","GW"
"6615","cg08139512",-0.00042,7.6e-05,3.2e-08,NA,"NO2","GW"
"6616","cg17924366",-0.00033,6e-05,3.2e-08,NA,"NO2","GW"
"6617","cg21934273",-0.00042,7.7e-05,3.2e-08,NA,"NO2","GW"
"6618","cg00804934",-0.00041,7.4e-05,3.3e-08,NA,"NO2","GW"
"6619","cg02730990",-0.00036,6.5e-05,3.3e-08,NA,"NO2","GW"
"6620","cg12101615",-3e-04,5.4e-05,3.3e-08,NA,"NO2","GW"
"6621","cg13754355",-0.00026,4.7e-05,3.3e-08,NA,"NO2","GW"
"6622","cg23878205",-2e-04,3.7e-05,3.3e-08,NA,"NO2","GW"
"6623","cg27189723",-0.00031,5.6e-05,3.3e-08,NA,"NO2","GW"
"6624","cg08679011",-0.00031,5.6e-05,3.3e-08,NA,"NO2","GW"
"6625","cg14560240",-0.00017,3.1e-05,3.3e-08,NA,"NO2","GW"
"6626","cg19566879",-0.00026,4.6e-05,3.3e-08,NA,"NO2","GW"
"6627","cg20513725",-0.00025,4.6e-05,3.3e-08,NA,"NO2","GW"
"6628","cg23913876",-0.00039,7e-05,3.3e-08,NA,"NO2","GW"
"6629","cg01124530",-0.00034,6.2e-05,3.3e-08,NA,"NO2","GW"
"6630","cg12594635",-0.00042,7.6e-05,3.3e-08,NA,"NO2","GW"
"6631","cg19234736",-0.00039,7.1e-05,3.3e-08,NA,"NO2","GW"
"6632","cg24930218",-0.00028,5.1e-05,3.3e-08,NA,"NO2","GW"
"6633","cg02846316",-0.00045,8.1e-05,3.3e-08,NA,"NO2","GW"
"6634","cg03184368",-0.00035,6.4e-05,3.3e-08,NA,"NO2","GW"
"6635","cg07316313",-0.00039,7.1e-05,3.3e-08,NA,"NO2","GW"
"6636","cg08533934",-0.00027,4.9e-05,3.3e-08,NA,"NO2","GW"
"6637","cg13453139",-0.00024,4.4e-05,3.3e-08,NA,"NO2","GW"
"6638","cg15034413",-0.00021,3.9e-05,3.3e-08,NA,"NO2","GW"
"6639","cg05917165",-0.00026,4.8e-05,3.3e-08,NA,"NO2","GW"
"6640","cg09999977",-4e-04,7.3e-05,3.3e-08,NA,"NO2","GW"
"6641","cg12233100",-3e-04,5.4e-05,3.3e-08,NA,"NO2","GW"
"6642","cg24074448",-0.00057,1e-04,3.3e-08,NA,"NO2","GW"
"6643","cg02110411",-0.00036,6.5e-05,3.3e-08,NA,"NO2","GW"
"6644","cg09101258",-0.00027,4.8e-05,3.3e-08,NA,"NO2","GW"
"6645","cg15920335",-4e-04,7.3e-05,3.3e-08,NA,"NO2","GW"
"6646","cg20977769",-0.00029,5.3e-05,3.3e-08,NA,"NO2","GW"
"6647","cg21230284",-0.00025,4.6e-05,3.3e-08,NA,"NO2","GW"
"6648","cg00059662",-0.00025,4.6e-05,3.3e-08,NA,"NO2","GW"
"6649","cg02868123",-0.00041,7.5e-05,3.3e-08,NA,"NO2","GW"
"6650","cg06924081",-0.00029,5.3e-05,3.3e-08,NA,"NO2","GW"
"6651","cg19191600",-0.00023,4.2e-05,3.3e-08,NA,"NO2","GW"
"6652","cg22950982",-0.00034,6.2e-05,3.3e-08,NA,"NO2","GW"
"6653","cg00410650",-0.00031,5.5e-05,3.3e-08,NA,"NO2","GW"
"6654","cg00608779",-0.00034,6.1e-05,3.3e-08,NA,"NO2","GW"
"6655","cg26880216",-0.00034,6.2e-05,3.3e-08,NA,"NO2","GW"
"6656","cg00834858",-0.00024,4.4e-05,3.4e-08,NA,"NO2","GW"
"6657","cg07116337",-0.00024,4.3e-05,3.4e-08,NA,"NO2","GW"
"6658","cg26370016",-2e-04,3.6e-05,3.4e-08,NA,"NO2","GW"
"6659","cg03616130",-0.00044,8e-05,3.4e-08,NA,"NO2","GW"
"6660","cg06159548",-0.00039,7.1e-05,3.4e-08,NA,"NO2","GW"
"6661","cg06540198",-0.00027,4.9e-05,3.4e-08,NA,"NO2","GW"
"6662","cg22501449",-0.00022,4e-05,3.4e-08,NA,"NO2","GW"
"6663","cg22845855",-0.00022,4e-05,3.4e-08,NA,"NO2","GW"
"6664","cg27449973",-0.00026,4.7e-05,3.4e-08,NA,"NO2","GW"
"6665","cg02035348",-0.00026,4.7e-05,3.4e-08,NA,"NO2","GW"
"6666","cg04975227",-0.00023,4.1e-05,3.4e-08,NA,"NO2","GW"
"6667","cg06800301",-0.00028,5e-05,3.4e-08,NA,"NO2","GW"
"6668","cg10769767",-6e-04,0.00011,3.4e-08,NA,"NO2","GW"
"6669","cg12183741",-0.00031,5.6e-05,3.4e-08,NA,"NO2","GW"
"6670","cg16109680",-0.00048,8.7e-05,3.4e-08,NA,"NO2","GW"
"6671","cg20165520",-0.00026,4.7e-05,3.4e-08,NA,"NO2","GW"
"6672","cg11690983",-0.00045,8.1e-05,3.4e-08,NA,"NO2","GW"
"6673","cg22294181",-0.00044,7.9e-05,3.4e-08,NA,"NO2","GW"
"6674","cg02393907",-0.00038,6.8e-05,3.4e-08,NA,"NO2","GW"
"6675","cg17142066",-0.00022,4e-05,3.4e-08,NA,"NO2","GW"
"6676","cg25112002",-0.00029,5.2e-05,3.4e-08,NA,"NO2","GW"
"6677","cg08867399",-0.00075,0.00014,3.4e-08,NA,"NO2","GW"
"6678","cg16736989",-0.00024,4.3e-05,3.4e-08,NA,"NO2","GW"
"6679","cg02167399",-0.00038,6.9e-05,3.4e-08,NA,"NO2","GW"
"6680","cg10825530",0.00091,0.00017,3.4e-08,NA,"NO2","GW"
"6681","cg18045155",-0.00045,8.2e-05,3.4e-08,NA,"NO2","GW"
"6682","cg21052104",-4e-04,7.3e-05,3.4e-08,NA,"NO2","GW"
"6683","cg01373505",-0.00031,5.6e-05,3.4e-08,NA,"NO2","GW"
"6684","cg05089527",-0.00032,5.8e-05,3.4e-08,NA,"NO2","GW"
"6685","cg07224114",-0.00036,6.6e-05,3.4e-08,NA,"NO2","GW"
"6686","cg24843511",-0.00033,6e-05,3.4e-08,NA,"NO2","GW"
"6687","cg10823804",-0.00013,2.4e-05,3.4e-08,NA,"NO2","GW"
"6688","cg13300744",-0.00036,6.5e-05,3.4e-08,NA,"NO2","GW"
"6689","cg14314369",-0.00031,5.6e-05,3.4e-08,NA,"NO2","GW"
"6690","cg16236228",-0.00021,3.8e-05,3.4e-08,NA,"NO2","GW"
"6691","cg18498684",-0.00016,2.9e-05,3.4e-08,NA,"NO2","GW"
"6692","cg19700035",-3e-04,5.5e-05,3.4e-08,NA,"NO2","GW"
"6693","cg20961637",-0.00027,5e-05,3.4e-08,NA,"NO2","GW"
"6694","cg03464896",-3e-04,5.4e-05,3.4e-08,NA,"NO2","GW"
"6695","cg04219552",-0.00044,7.9e-05,3.4e-08,NA,"NO2","GW"
"6696","cg04800788",-0.00028,5e-05,3.4e-08,NA,"NO2","GW"
"6697","cg05590982",-0.00026,4.7e-05,3.4e-08,NA,"NO2","GW"
"6698","cg08709672",-0.00039,7.1e-05,3.4e-08,NA,"NO2","GW"
"6699","cg01026196",-0.00038,7e-05,3.4e-08,NA,"NO2","GW"
"6700","cg02447239",-0.00039,7.1e-05,3.4e-08,NA,"NO2","GW"
"6701","cg06377222",-0.00031,5.7e-05,3.4e-08,NA,"NO2","GW"
"6702","cg10320856",-0.00041,7.4e-05,3.4e-08,NA,"NO2","GW"
"6703","cg12598025",-0.00032,5.7e-05,3.4e-08,NA,"NO2","GW"
"6704","cg16707262",-0.00026,4.6e-05,3.4e-08,NA,"NO2","GW"
"6705","cg20791593",-0.00026,4.8e-05,3.4e-08,NA,"NO2","GW"
"6706","cg27484582",-0.00027,5e-05,3.4e-08,NA,"NO2","GW"
"6707","cg18755595",-3e-04,5.5e-05,3.5e-08,NA,"NO2","GW"
"6708","cg05122910",-2e-04,3.6e-05,3.5e-08,NA,"NO2","GW"
"6709","cg05228361",-0.00036,6.5e-05,3.5e-08,NA,"NO2","GW"
"6710","cg26873392",-0.00025,4.5e-05,3.5e-08,NA,"NO2","GW"
"6711","cg10508185",-0.00024,4.4e-05,3.5e-08,NA,"NO2","GW"
"6712","cg15994182",-0.00032,5.9e-05,3.5e-08,NA,"NO2","GW"
"6713","cg16826504",-0.00019,3.5e-05,3.5e-08,NA,"NO2","GW"
"6714","cg26725397",-0.00027,4.8e-05,3.5e-08,NA,"NO2","GW"
"6715","cg27585557",-0.00026,4.6e-05,3.5e-08,NA,"NO2","GW"
"6716","cg01671881",-0.00037,6.7e-05,3.5e-08,NA,"NO2","GW"
"6717","cg07450633",-0.00057,1e-04,3.5e-08,NA,"NO2","GW"
"6718","cg13079837",-0.00027,4.9e-05,3.5e-08,NA,"NO2","GW"
"6719","cg17475085",-2e-04,3.6e-05,3.5e-08,NA,"NO2","GW"
"6720","cg21302594",-0.00017,3.1e-05,3.5e-08,NA,"NO2","GW"
"6721","cg05486650",-0.00024,4.4e-05,3.5e-08,NA,"NO2","GW"
"6722","cg06277472",-0.00038,6.9e-05,3.5e-08,NA,"NO2","GW"
"6723","cg11407328",-0.00019,3.4e-05,3.5e-08,NA,"NO2","GW"
"6724","cg01003390",-0.00038,6.9e-05,3.5e-08,NA,"NO2","GW"
"6725","cg08260025",-0.00026,4.8e-05,3.5e-08,NA,"NO2","GW"
"6726","cg12236702",-0.00037,6.7e-05,3.5e-08,NA,"NO2","GW"
"6727","cg14627091",-0.00021,3.8e-05,3.5e-08,NA,"NO2","GW"
"6728","cg19133973",-0.00028,5e-05,3.5e-08,NA,"NO2","GW"
"6729","cg25626992",-0.00024,4.4e-05,3.5e-08,NA,"NO2","GW"
"6730","cg07589381",-0.00059,0.00011,3.5e-08,NA,"NO2","GW"
"6731","cg11624328",-4e-04,7.2e-05,3.5e-08,NA,"NO2","GW"
"6732","cg16427743",-0.00025,4.6e-05,3.5e-08,NA,"NO2","GW"
"6733","cg16461102",-0.00026,4.7e-05,3.5e-08,NA,"NO2","GW"
"6734","cg23385208",-0.00025,4.5e-05,3.5e-08,NA,"NO2","GW"
"6735","cg12031740",-0.00024,4.3e-05,3.5e-08,NA,"NO2","GW"
"6736","cg27082474",-0.00023,4.1e-05,3.5e-08,NA,"NO2","GW"
"6737","cg00978855",-0.00028,5e-05,3.6e-08,NA,"NO2","GW"
"6738","cg06718369",-0.00022,4e-05,3.6e-08,NA,"NO2","GW"
"6739","cg10718938",-0.00019,3.5e-05,3.6e-08,NA,"NO2","GW"
"6740","cg23639134",-0.00032,5.9e-05,3.6e-08,NA,"NO2","GW"
"6741","cg01190317",-0.00047,8.6e-05,3.6e-08,NA,"NO2","GW"
"6742","cg03770108",-0.00036,6.5e-05,3.6e-08,NA,"NO2","GW"
"6743","cg14336665",-0.00039,7e-05,3.6e-08,NA,"NO2","GW"
"6744","cg23317787",-4e-04,7.3e-05,3.6e-08,NA,"NO2","GW"
"6745","cg24662867",-4e-04,7.3e-05,3.6e-08,NA,"NO2","GW"
"6746","cg26757503",-0.00028,5e-05,3.6e-08,NA,"NO2","GW"
"6747","cg02305353",-0.00016,2.9e-05,3.6e-08,NA,"NO2","GW"
"6748","cg24337193",-0.00026,4.8e-05,3.6e-08,NA,"NO2","GW"
"6749","cg01790144",-0.00024,4.4e-05,3.6e-08,NA,"NO2","GW"
"6750","cg14024502",-0.00024,4.3e-05,3.6e-08,NA,"NO2","GW"
"6751","cg20498637",-0.00047,8.5e-05,3.6e-08,NA,"NO2","GW"
"6752","cg17406412",-0.00023,4.2e-05,3.6e-08,NA,"NO2","GW"
"6753","cg21360867",-0.00026,4.7e-05,3.6e-08,NA,"NO2","GW"
"6754","cg25778166",-0.00021,3.9e-05,3.6e-08,NA,"NO2","GW"
"6755","cg27347412",-0.00025,4.5e-05,3.6e-08,NA,"NO2","GW"
"6756","cg00968382",-0.00021,3.9e-05,3.6e-08,NA,"NO2","GW"
"6757","cg01449266",-4e-04,7.2e-05,3.6e-08,NA,"NO2","GW"
"6758","cg02150262",-0.00037,6.7e-05,3.6e-08,NA,"NO2","GW"
"6759","cg18440818",-0.00037,6.7e-05,3.6e-08,NA,"NO2","GW"
"6760","cg23331238",-0.00018,3.2e-05,3.6e-08,NA,"NO2","GW"
"6761","cg06028975",-0.00032,5.9e-05,3.6e-08,NA,"NO2","GW"
"6762","cg26146562",-0.00038,6.8e-05,3.6e-08,NA,"NO2","GW"
"6763","cg26322711",-0.00028,5.1e-05,3.6e-08,NA,"NO2","GW"
"6764","cg06836872",-0.00023,4.1e-05,3.6e-08,NA,"NO2","GW"
"6765","cg07089276",-0.00028,5e-05,3.6e-08,NA,"NO2","GW"
"6766","cg09290893",-0.00021,3.9e-05,3.6e-08,NA,"NO2","GW"
"6767","cg02189760",-0.00032,5.9e-05,3.6e-08,NA,"NO2","GW"
"6768","cg19089383",-0.00033,6.1e-05,3.6e-08,NA,"NO2","GW"
"6769","cg04293778",-0.00043,7.8e-05,3.6e-08,NA,"NO2","GW"
"6770","cg07811421",-0.00036,6.5e-05,3.6e-08,NA,"NO2","GW"
"6771","cg08836729",-0.00028,5.1e-05,3.6e-08,NA,"NO2","GW"
"6772","cg22505006",0.00065,0.00012,3.6e-08,NA,"NO2","GW"
"6773","cg00715811",-2e-04,3.6e-05,3.7e-08,NA,"NO2","GW"
"6774","cg03557770",-2e-04,3.6e-05,3.7e-08,NA,"NO2","GW"
"6775","cg14125530",-0.00029,5.2e-05,3.7e-08,NA,"NO2","GW"
"6776","cg16174225",-0.00027,4.9e-05,3.7e-08,NA,"NO2","GW"
"6777","cg24128806",-0.00042,7.6e-05,3.7e-08,NA,"NO2","GW"
"6778","cg05989861",-0.00025,4.5e-05,3.7e-08,NA,"NO2","GW"
"6779","cg09111484",-0.00031,5.7e-05,3.7e-08,NA,"NO2","GW"
"6780","cg17920197",-2e-04,3.7e-05,3.7e-08,NA,"NO2","GW"
"6781","cg02846715",-0.00019,3.4e-05,3.7e-08,NA,"NO2","GW"
"6782","cg02858159",-0.00032,5.8e-05,3.7e-08,NA,"NO2","GW"
"6783","cg04086239",-0.00034,6.3e-05,3.7e-08,NA,"NO2","GW"
"6784","cg05861291",-0.00043,7.7e-05,3.7e-08,NA,"NO2","GW"
"6785","cg26373051",-0.00035,6.4e-05,3.7e-08,NA,"NO2","GW"
"6786","cg03649356",-0.00032,5.8e-05,3.7e-08,NA,"NO2","GW"
"6787","cg11086773",-0.00039,7.1e-05,3.7e-08,NA,"NO2","GW"
"6788","cg20204921",-0.00038,6.9e-05,3.7e-08,NA,"NO2","GW"
"6789","cg26735478",-0.00028,5.1e-05,3.7e-08,NA,"NO2","GW"
"6790","cg06556929",-4e-04,7.3e-05,3.7e-08,NA,"NO2","GW"
"6791","cg12042590",-0.00022,4.1e-05,3.7e-08,NA,"NO2","GW"
"6792","cg19726343",-3e-04,5.4e-05,3.7e-08,NA,"NO2","GW"
"6793","cg21615663",-0.00017,3.1e-05,3.7e-08,NA,"NO2","GW"
"6794","cg22862961",-0.00031,5.6e-05,3.7e-08,NA,"NO2","GW"
"6795","cg00449767",-0.00071,0.00013,3.7e-08,NA,"NO2","GW"
"6796","cg01444643",-0.00041,7.4e-05,3.7e-08,NA,"NO2","GW"
"6797","cg03450096",-4e-04,7.2e-05,3.7e-08,NA,"NO2","GW"
"6798","cg13997765",-0.00028,5.1e-05,3.7e-08,NA,"NO2","GW"
"6799","cg15125012",-0.00023,4.1e-05,3.7e-08,NA,"NO2","GW"
"6800","cg21929875",-0.00043,7.7e-05,3.7e-08,NA,"NO2","GW"
"6801","cg13850695",-0.00026,4.8e-05,3.7e-08,NA,"NO2","GW"
"6802","cg17866692",-0.00045,8.2e-05,3.7e-08,NA,"NO2","GW"
"6803","cg21126844",-3e-04,5.4e-05,3.7e-08,NA,"NO2","GW"
"6804","cg22414499",-0.00022,4.1e-05,3.7e-08,NA,"NO2","GW"
"6805","cg25865368",-0.00047,8.6e-05,3.7e-08,NA,"NO2","GW"
"6806","cg04350571",-0.00026,4.7e-05,3.7e-08,NA,"NO2","GW"
"6807","cg13298379",-0.00032,5.8e-05,3.7e-08,NA,"NO2","GW"
"6808","cg22667358",-0.00028,5.2e-05,3.7e-08,NA,"NO2","GW"
"6809","cg24461814",-0.00027,4.8e-05,3.7e-08,NA,"NO2","GW"
"6810","cg07224067",-0.00034,6.2e-05,3.7e-08,NA,"NO2","GW"
"6811","cg07979348",-3e-04,5.5e-05,3.7e-08,NA,"NO2","GW"
"6812","cg08816988",-0.00043,7.9e-05,3.7e-08,NA,"NO2","GW"
"6813","cg21814290",-0.00034,6.1e-05,3.7e-08,NA,"NO2","GW"
"6814","cg22331165",-0.00019,3.5e-05,3.7e-08,NA,"NO2","GW"
"6815","cg12058501",-0.00039,7.1e-05,3.7e-08,NA,"NO2","GW"
"6816","cg13473117",-0.00031,5.6e-05,3.7e-08,NA,"NO2","GW"
"6817","cg14209949",-0.00037,6.7e-05,3.7e-08,NA,"NO2","GW"
"6818","cg17353895",-0.00022,4.1e-05,3.7e-08,NA,"NO2","GW"
"6819","cg19243252",-0.00022,4e-05,3.7e-08,NA,"NO2","GW"
"6820","cg02045294",-0.00056,1e-04,3.7e-08,NA,"NO2","GW"
"6821","cg03677924",-0.00048,8.7e-05,3.7e-08,NA,"NO2","GW"
"6822","cg05392530",-0.00021,3.8e-05,3.7e-08,NA,"NO2","GW"
"6823","cg22877639",-0.00027,4.9e-05,3.7e-08,NA,"NO2","GW"
"6824","cg03994891",-0.00035,6.3e-05,3.8e-08,NA,"NO2","GW"
"6825","cg05260236",-0.00034,6.2e-05,3.8e-08,NA,"NO2","GW"
"6826","cg12632315",-0.00027,4.8e-05,3.8e-08,NA,"NO2","GW"
"6827","cg12633911",-3e-04,5.5e-05,3.8e-08,NA,"NO2","GW"
"6828","cg20348298",-0.00014,2.5e-05,3.8e-08,NA,"NO2","GW"
"6829","cg24884217",-0.00029,5.3e-05,3.8e-08,NA,"NO2","GW"
"6830","cg26137267",-0.00034,6.2e-05,3.8e-08,NA,"NO2","GW"
"6831","cg02193425",-0.00021,3.9e-05,3.8e-08,NA,"NO2","GW"
"6832","cg04006520",-0.00042,7.7e-05,3.8e-08,NA,"NO2","GW"
"6833","cg08033838",-0.00026,4.7e-05,3.8e-08,NA,"NO2","GW"
"6834","cg25721806",-2e-04,3.7e-05,3.8e-08,NA,"NO2","GW"
"6835","cg01313176",-0.00032,5.8e-05,3.8e-08,NA,"NO2","GW"
"6836","cg03098981",-0.00021,3.8e-05,3.8e-08,NA,"NO2","GW"
"6837","cg03960589",-0.00029,5.2e-05,3.8e-08,NA,"NO2","GW"
"6838","cg09746044",-0.00035,6.3e-05,3.8e-08,NA,"NO2","GW"
"6839","cg01689354",-0.00027,5e-05,3.8e-08,NA,"NO2","GW"
"6840","cg01889899",-0.00028,5.1e-05,3.8e-08,NA,"NO2","GW"
"6841","cg11740398",-0.00021,3.7e-05,3.8e-08,NA,"NO2","GW"
"6842","cg15016481",-0.00023,4.2e-05,3.8e-08,NA,"NO2","GW"
"6843","cg27643890",-0.00041,7.5e-05,3.8e-08,NA,"NO2","GW"
"6844","cg01062113",-0.00014,2.6e-05,3.8e-08,NA,"NO2","GW"
"6845","cg05547500",-0.00045,8.2e-05,3.8e-08,NA,"NO2","GW"
"6846","cg07814318",0.00057,1e-04,3.8e-08,NA,"NO2","GW"
"6847","cg09501963",-3e-04,5.4e-05,3.8e-08,NA,"NO2","GW"
"6848","cg09575756",-0.00026,4.7e-05,3.8e-08,NA,"NO2","GW"
"6849","cg22244286",-0.00031,5.6e-05,3.8e-08,NA,"NO2","GW"
"6850","cg02842377",-0.00025,4.5e-05,3.8e-08,NA,"NO2","GW"
"6851","cg11788598",-0.00041,7.5e-05,3.8e-08,NA,"NO2","GW"
"6852","cg26056527",-0.00034,6.1e-05,3.8e-08,NA,"NO2","GW"
"6853","cg00904122",-0.00029,5.2e-05,3.8e-08,NA,"NO2","GW"
"6854","cg03033111",-0.00023,4.3e-05,3.8e-08,NA,"NO2","GW"
"6855","cg04223832",-3e-04,5.5e-05,3.8e-08,NA,"NO2","GW"
"6856","cg09761550",-0.00027,5e-05,3.8e-08,NA,"NO2","GW"
"6857","cg22195512",-0.00031,5.7e-05,3.8e-08,NA,"NO2","GW"
"6858","cg22979433",-0.00022,4e-05,3.8e-08,NA,"NO2","GW"
"6859","cg07531398",-0.00022,3.9e-05,3.8e-08,NA,"NO2","GW"
"6860","cg16577823",-0.00036,6.5e-05,3.8e-08,NA,"NO2","GW"
"6861","cg00085430",-0.00038,6.9e-05,3.9e-08,NA,"NO2","GW"
"6862","cg10261641",-0.00021,3.8e-05,3.9e-08,NA,"NO2","GW"
"6863","cg22659922",-0.00027,4.9e-05,3.9e-08,NA,"NO2","GW"
"6864","cg00326642",-0.00024,4.4e-05,3.9e-08,NA,"NO2","GW"
"6865","cg00973876",-6e-04,0.00011,3.9e-08,NA,"NO2","GW"
"6866","cg03020485",-0.00033,6.1e-05,3.9e-08,NA,"NO2","GW"
"6867","cg03353445",-0.00044,8e-05,3.9e-08,NA,"NO2","GW"
"6868","cg08416638",-0.00018,3.2e-05,3.9e-08,NA,"NO2","GW"
"6869","cg12733154",-0.00036,6.5e-05,3.9e-08,NA,"NO2","GW"
"6870","cg24181510",-0.00026,4.8e-05,3.9e-08,NA,"NO2","GW"
"6871","cg07824497",-0.00026,4.7e-05,3.9e-08,NA,"NO2","GW"
"6872","cg08851782",-3e-04,5.6e-05,3.9e-08,NA,"NO2","GW"
"6873","cg09152259",-0.00063,0.00011,3.9e-08,NA,"NO2","GW"
"6874","cg17035132",-0.00027,4.8e-05,3.9e-08,NA,"NO2","GW"
"6875","cg23924326",-0.00021,3.8e-05,3.9e-08,NA,"NO2","GW"
"6876","cg24968931",-0.00034,6.1e-05,3.9e-08,NA,"NO2","GW"
"6877","cg27587307",-0.00035,6.4e-05,3.9e-08,NA,"NO2","GW"
"6878","cg03363342",-0.00024,4.3e-05,3.9e-08,NA,"NO2","GW"
"6879","cg13182816",-0.00027,5e-05,3.9e-08,NA,"NO2","GW"
"6880","cg15010109",-0.00018,3.3e-05,3.9e-08,NA,"NO2","GW"
"6881","cg23658684",-0.00032,5.9e-05,3.9e-08,NA,"NO2","GW"
"6882","cg02446487",-0.00045,8.2e-05,3.9e-08,NA,"NO2","GW"
"6883","cg08587321",-0.00035,6.3e-05,3.9e-08,NA,"NO2","GW"
"6884","cg12466599",-0.00033,6e-05,3.9e-08,NA,"NO2","GW"
"6885","cg17556389",-0.00038,6.9e-05,3.9e-08,NA,"NO2","GW"
"6886","cg19543317",-0.00039,7.1e-05,3.9e-08,NA,"NO2","GW"
"6887","cg23211468",-0.00031,5.6e-05,3.9e-08,NA,"NO2","GW"
"6888","cg06854842",-0.00042,7.7e-05,3.9e-08,NA,"NO2","GW"
"6889","cg09553232",-0.00029,5.2e-05,3.9e-08,NA,"NO2","GW"
"6890","cg18132964",-0.00025,4.6e-05,3.9e-08,NA,"NO2","GW"
"6891","cg22492271",-0.00022,3.9e-05,3.9e-08,NA,"NO2","GW"
"6892","cg25682009",-2e-04,3.6e-05,3.9e-08,NA,"NO2","GW"
"6893","cg00744739",-0.00044,8e-05,4e-08,NA,"NO2","GW"
"6894","cg02497046",-0.00025,4.6e-05,4e-08,NA,"NO2","GW"
"6895","cg12932306",-0.00038,6.8e-05,4e-08,NA,"NO2","GW"
"6896","cg13426637",-0.00027,4.9e-05,4e-08,NA,"NO2","GW"
"6897","cg20277781",-0.00022,3.9e-05,4e-08,NA,"NO2","GW"
"6898","cg02280644",-0.00034,6.1e-05,4e-08,NA,"NO2","GW"
"6899","cg02637469",-0.00043,7.9e-05,4e-08,NA,"NO2","GW"
"6900","cg00140112",-0.00039,7.1e-05,4e-08,NA,"NO2","GW"
"6901","cg00894252",-0.00041,7.4e-05,4e-08,NA,"NO2","GW"
"6902","cg03453549",-0.00031,5.7e-05,4e-08,NA,"NO2","GW"
"6903","cg06885583",-0.00019,3.5e-05,4e-08,NA,"NO2","GW"
"6904","cg09054960",-0.00033,6.1e-05,4e-08,NA,"NO2","GW"
"6905","cg24744014",-0.00042,7.7e-05,4e-08,NA,"NO2","GW"
"6906","cg03741155",-0.00026,4.8e-05,4e-08,NA,"NO2","GW"
"6907","cg12389772",-0.00037,6.8e-05,4e-08,NA,"NO2","GW"
"6908","cg18538812",-0.00041,7.4e-05,4e-08,NA,"NO2","GW"
"6909","cg13852775",-0.00018,3.3e-05,4e-08,NA,"NO2","GW"
"6910","cg17946316",-0.00025,4.6e-05,4e-08,NA,"NO2","GW"
"6911","cg20355606",-0.00025,4.6e-05,4e-08,NA,"NO2","GW"
"6912","cg21809160",-0.00023,4.1e-05,4e-08,NA,"NO2","GW"
"6913","cg03925642",-0.00049,8.9e-05,4e-08,NA,"NO2","GW"
"6914","cg14204559",-0.00027,5e-05,4e-08,NA,"NO2","GW"
"6915","cg11106331",-0.00026,4.8e-05,4e-08,NA,"NO2","GW"
"6916","cg06372539",-0.00031,5.7e-05,4e-08,NA,"NO2","GW"
"6917","cg08430972",-0.00026,4.7e-05,4e-08,NA,"NO2","GW"
"6918","cg21653641",-0.00044,8e-05,4e-08,NA,"NO2","GW"
"6919","cg14333565",-0.00027,4.9e-05,4e-08,NA,"NO2","GW"
"6920","cg25062251",-4e-04,7.3e-05,4e-08,NA,"NO2","GW"
"6921","cg04439600",-0.00034,6.1e-05,4e-08,NA,"NO2","GW"
"6922","cg08079266",-2e-04,3.7e-05,4e-08,NA,"NO2","GW"
"6923","cg03700253",-0.00025,4.5e-05,4e-08,NA,"NO2","GW"
"6924","cg03898832",-0.00029,5.2e-05,4e-08,NA,"NO2","GW"
"6925","cg12159215",-0.00031,5.6e-05,4e-08,NA,"NO2","GW"
"6926","cg20237264",-0.00031,5.7e-05,4e-08,NA,"NO2","GW"
"6927","cg23715045",-0.00049,9e-05,4e-08,NA,"NO2","GW"
"6928","cg25355291",-0.00036,6.5e-05,4e-08,NA,"NO2","GW"
"6929","cg06779421",-0.00029,5.3e-05,4.1e-08,NA,"NO2","GW"
"6930","cg07157951",-0.00037,6.7e-05,4.1e-08,NA,"NO2","GW"
"6931","cg07188665",-0.00041,7.4e-05,4.1e-08,NA,"NO2","GW"
"6932","cg10885139",-0.00019,3.5e-05,4.1e-08,NA,"NO2","GW"
"6933","cg14726117",-0.00033,6e-05,4.1e-08,NA,"NO2","GW"
"6934","cg03834023",-0.00027,5e-05,4.1e-08,NA,"NO2","GW"
"6935","cg07647677",-0.00031,5.6e-05,4.1e-08,NA,"NO2","GW"
"6936","cg13008935",-0.00026,4.7e-05,4.1e-08,NA,"NO2","GW"
