"","CpG","Beta","SE","P","FDR","Trait","threshold"
"19108","cg03127244",-0.0065,0.002,0.001,0.0299,"smoking","F005"
"19109","cg13525683",0.0019,6e-04,0.001,0.0299,"smoking","F005"
"19110","cg26286239",0.0049,0.0015,0.001,0.0299,"smoking","F005"
"19111","cg23576807",-0.0026,8e-04,0.001,0.0299,"smoking","F005"
"19112","cg16681526",-0.0064,0.0019,0.001,0.0299,"smoking","F005"
"19113","cg11282718",-0.0016,5e-04,0.001,0.0299,"smoking","F005"
"19114","cg15504662",0.0027,8e-04,0.001,0.0299,"smoking","F005"
"19115","cg16697438",0.0021,6e-04,0.001,0.0299,"smoking","F005"
"19116","cg16523490",-0.0034,0.001,0.001,0.0299,"smoking","F005"
"19117","cg09637172",-0.005,0.0015,0.001,0.0299,"smoking","F005"
"19118","cg13245228",0.0046,0.0014,0.001,0.0299,"smoking","F005"
"19119","cg13700939",-0.0036,0.0011,0.001,0.0299,"smoking","F005"
"19120","cg14339116",0.0024,7e-04,0.001,0.0299,"smoking","F005"
"19121","cg20381985",-0.0041,0.0012,0.001,0.03,"smoking","F005"
"19122","cg27068095",-0.0039,0.0012,0.001,0.03,"smoking","F005"
"19123","cg13826666",-0.0024,7e-04,0.001,0.03,"smoking","F005"
"19124","cg01649611",-0.0056,0.0017,0.001,0.03,"smoking","F005"
"19125","cg20478120",-0.0069,0.0021,0.001,0.03,"smoking","F005"
"19126","cg26677448",0.002,6e-04,0.001,0.03,"smoking","F005"
"19127","cg17213946",0.0025,8e-04,0.001,0.03,"smoking","F005"
"19128","cg03401738",0.0027,8e-04,0.001,0.03,"smoking","F005"
"19129","cg11834473",0.0045,0.0014,0.001,0.03,"smoking","F005"
"19130","cg23632875",0.0018,5e-04,0.001,0.03,"smoking","F005"
"19131","cg24872791",0.001,3e-04,0.001,0.03,"smoking","F005"
"19132","cg01508045",-0.0029,9e-04,0.001,0.03,"smoking","F005"
"19133","cg01735398",-0.0047,0.0014,0.001,0.03,"smoking","F005"
"19134","cg07377098",-0.0029,9e-04,0.001,0.03,"smoking","F005"
"19135","cg00013899",0.005,0.0015,0.001,0.0301,"smoking","F005"
"19136","cg09071762",0.0048,0.0015,0.001,0.0301,"smoking","F005"
"19137","cg15220605",0.0051,0.0015,0.001,0.0301,"smoking","F005"
"19138","cg15123573",-0.0065,0.002,0.001,0.0301,"smoking","F005"
"19139","cg27300957",-0.002,6e-04,0.001,0.0301,"smoking","F005"
"19140","cg19638845",-0.0012,4e-04,0.001,0.0301,"smoking","F005"
"19141","cg26118906",0.0037,0.0011,0.001,0.0301,"smoking","F005"
"19142","cg24998020",-0.0023,7e-04,0.001,0.0301,"smoking","F005"
"19143","cg16782524",0.0037,0.0011,0.001,0.0301,"smoking","F005"
"19144","cg04593538",-0.0028,9e-04,0.001,0.0301,"smoking","F005"
"19145","cg25483003",-0.0026,8e-04,0.001,0.0301,"smoking","F005"
"19146","cg00001854",-0.0031,9e-04,0.001,0.0301,"smoking","F005"
"19147","cg26106948",-0.0048,0.0015,0.001,0.0301,"smoking","F005"
"19148","cg17697016",-0.0043,0.0013,0.001,0.0301,"smoking","F005"
"19149","cg22505746",-0.0013,4e-04,0.001,0.0302,"smoking","F005"
"19150","cg24471894",0.0035,0.001,0.001,0.0302,"smoking","F005"
"19151","cg17311469",-0.0101,0.0031,0.001,0.0302,"smoking","F005"
"19152","cg21807215",-0.0027,8e-04,0.001,0.0302,"smoking","F005"
"19153","cg23832814",0.0026,8e-04,0.001,0.0302,"smoking","F005"
"19154","cg25099087",0.0016,5e-04,0.001,0.0302,"smoking","F005"
"19155","cg19746343",-0.006,0.0018,0.001,0.0302,"smoking","F005"
"19156","cg26729204",0.0033,0.001,0.001,0.0302,"smoking","F005"
"19157","cg10206380",-0.0018,5e-04,0.001,0.0302,"smoking","F005"
"19158","cg16709232",0.0015,5e-04,0.001,0.0302,"smoking","F005"
"19159","cg01538575",-0.0021,6e-04,0.001,0.0302,"smoking","F005"
"19160","cg15426956",0.0027,8e-04,0.001,0.0302,"smoking","F005"
"19161","cg27556952",0.0019,6e-04,0.001,0.0302,"smoking","F005"
"19162","cg17955729",0.0051,0.0016,0.001,0.0302,"smoking","F005"
"19163","cg01427849",-0.0019,6e-04,0.001,0.0302,"smoking","F005"
"19164","cg22123156",-0.0025,8e-04,0.001,0.0302,"smoking","F005"
"19165","cg07869023",-0.0061,0.0018,0.001,0.0302,"smoking","F005"
"19166","cg13817994",-0.0044,0.0013,0.001,0.0302,"smoking","F005"
"19167","cg00730373",-0.0065,0.002,0.001,0.0303,"smoking","F005"
"19168","cg06076323",0.0023,7e-04,0.001,0.0303,"smoking","F005"
"19169","cg07137845",0.0026,8e-04,0.001,0.0303,"smoking","F005"
"19170","cg10772974",0.0046,0.0014,0.001,0.0303,"smoking","F005"
"19171","cg05689028",-0.0021,6e-04,0.001,0.0303,"smoking","F005"
"19172","cg25191628",0.0036,0.0011,0.001,0.0303,"smoking","F005"
"19173","cg09983216",-0.0101,0.0031,0.001,0.0303,"smoking","F005"
"19174","cg20289609",0.0013,4e-04,0.001,0.0303,"smoking","F005"
"19175","cg24005169",-0.0015,5e-04,0.001,0.0303,"smoking","F005"
"19176","cg07762054",-6e-04,2e-04,0.001,0.0304,"smoking","F005"
"19177","cg26550068",-0.0039,0.0012,0.001,0.0304,"smoking","F005"
"19178","cg26343958",-0.0048,0.0015,0.001,0.0304,"smoking","F005"
"19179","cg11136250",-0.004,0.0012,0.001,0.0304,"smoking","F005"
"19180","cg15367892",-0.0051,0.0015,0.001,0.0304,"smoking","F005"
"19181","cg20899321",-0.0014,4e-04,0.001,0.0304,"smoking","F005"
"19182","cg13910860",0.0027,8e-04,0.001,0.0304,"smoking","F005"
"19183","cg03569068",0.0018,6e-04,0.001,0.0304,"smoking","F005"
"19184","cg26797722",0.0028,8e-04,0.001,0.0304,"smoking","F005"
"19185","cg16619193",-0.004,0.0012,0.001,0.0304,"smoking","F005"
"19186","cg04361556",-0.0034,0.001,0.001,0.0304,"smoking","F005"
"19187","cg22068629",0.0043,0.0013,0.001,0.0304,"smoking","F005"
"19188","cg19414598",-0.0043,0.0013,0.001,0.0304,"smoking","F005"
"19189","cg22585988",-0.0045,0.0014,0.001,0.0304,"smoking","F005"
"19190","cg16430505",-0.0047,0.0014,0.001,0.0304,"smoking","F005"
"19191","cg21645848",-0.0018,5e-04,0.001,0.0304,"smoking","F005"
"19192","cg20702121",0.0035,0.0011,0.001,0.0304,"smoking","F005"
"19193","cg20588285",-0.0055,0.0017,0.001,0.0304,"smoking","F005"
"19194","cg21051964",-0.0052,0.0016,0.001,0.0305,"smoking","F005"
"19195","cg04330806",-0.0025,8e-04,0.001,0.0305,"smoking","F005"
"19196","cg26539455",-0.0031,0.001,0.001,0.0305,"smoking","F005"
"19197","cg16077257",0.0015,5e-04,0.001,0.0305,"smoking","F005"
"19198","cg13906669",0.0034,0.001,0.001,0.0305,"smoking","F005"
"19199","cg12910268",0.0021,6e-04,0.001,0.0305,"smoking","F005"
"19200","cg25134071",0.0033,0.001,0.001,0.0305,"smoking","F005"
"19201","cg27634876",0.0021,7e-04,0.001,0.0305,"smoking","F005"
"19202","cg10684486",0.0033,0.001,0.001,0.0305,"smoking","F005"
"19203","cg17629322",-0.0037,0.0011,0.001,0.0306,"smoking","F005"
"19204","cg09548780",0.0014,4e-04,0.001,0.0306,"smoking","F005"
"19205","cg17906332",-0.0019,6e-04,0.001,0.0306,"smoking","F005"
"19206","cg20052751",0.0018,6e-04,0.001,0.0306,"smoking","F005"
"19207","cg26801241",0.0024,7e-04,0.001,0.0306,"smoking","F005"
"19208","cg09565002",-0.0046,0.0014,0.001,0.0306,"smoking","F005"
"19209","cg10356187",-0.0021,6e-04,0.001,0.0306,"smoking","F005"
"19210","cg14263176",0.0026,8e-04,0.001,0.0306,"smoking","F005"
"19211","cg19756790",-0.0023,7e-04,0.001,0.0306,"smoking","F005"
"19212","cg20950843",-0.0042,0.0013,0.001,0.0306,"smoking","F005"
"19213","cg11767757",-0.0036,0.0011,0.001,0.0306,"smoking","F005"
"19214","cg26326746",0.0068,0.0021,0.001,0.0306,"smoking","F005"
"19215","cg07692489",-0.0083,0.0025,0.001,0.0306,"smoking","F005"
"19216","cg02484850",-0.001,3e-04,0.001,0.0306,"smoking","F005"
"19217","cg00399027",0.0045,0.0014,0.001,0.0306,"smoking","F005"
"19218","cg05809481",-0.0041,0.0013,0.001,0.0306,"smoking","F005"
"19219","cg14851757",0.0036,0.0011,0.001,0.0306,"smoking","F005"
"19220","cg05955436",0.0077,0.0023,0.001,0.0306,"smoking","F005"
"19221","cg03600432",0.004,0.0012,0.001,0.0306,"smoking","F005"
"19222","cg23060513",0.0042,0.0013,0.001,0.0307,"smoking","F005"
"19223","cg03350439",0.004,0.0012,0.001,0.0307,"smoking","F005"
"19224","cg13252307",0.002,6e-04,0.001,0.0307,"smoking","F005"
"19225","cg26354128",0.0034,0.001,0.001,0.0307,"smoking","F005"
"19226","cg00347798",0.0122,0.0037,0.001,0.0307,"smoking","F005"
"19227","cg02203635",0.0052,0.0016,0.001,0.0307,"smoking","F005"
"19228","cg01617750",0.0038,0.0011,0.001,0.0307,"smoking","F005"
"19229","cg03302822",0.0042,0.0013,0.001,0.0307,"smoking","F005"
"19230","cg04191978",0.0012,4e-04,0.001,0.0307,"smoking","F005"
"19231","cg22860172",-0.0034,0.001,0.001,0.0307,"smoking","F005"
"19232","cg16855355",-0.0044,0.0013,0.001,0.0307,"smoking","F005"
"19233","cg13228442",0.002,6e-04,0.001,0.0307,"smoking","F005"
"19234","cg13839849",0.0021,6e-04,0.001,0.0308,"smoking","F005"
"19235","cg07034362",0.0022,7e-04,0.001,0.0308,"smoking","F005"
"19236","cg11887376",-0.0029,9e-04,0.001,0.0308,"smoking","F005"
"19237","cg04917276",-0.0019,6e-04,0.001,0.0308,"smoking","F005"
"19238","cg23484899",-0.0066,0.002,0.001,0.0308,"smoking","F005"
"19239","cg01368219",0.0038,0.0012,0.001,0.0308,"smoking","F005"
"19240","cg17633074",-0.0036,0.0011,0.001,0.0308,"smoking","F005"
"19241","cg07762788",-0.0024,7e-04,0.001,0.0308,"smoking","F005"
"19242","cg00747372",-0.0047,0.0014,0.001,0.0308,"smoking","F005"
"19243","cg14241836",-0.0061,0.0018,0.001,0.0308,"smoking","F005"
"19244","cg01135780",-0.0015,5e-04,0.001,0.0308,"smoking","F005"
"19245","cg25137841",-0.0049,0.0015,0.001,0.0308,"smoking","F005"
"19246","cg23138413",-0.0046,0.0014,0.001,0.0308,"smoking","F005"
"19247","cg03983647",0.0035,0.0011,0.001,0.0308,"smoking","F005"
"19248","cg14251267",-0.0093,0.0028,0.001,0.0308,"smoking","F005"
"19249","cg16269418",0.0031,9e-04,0.001,0.0308,"smoking","F005"
"19250","cg18881723",-0.0061,0.0019,0.001,0.0308,"smoking","F005"
"19251","cg16791210",-0.0046,0.0014,0.001,0.0308,"smoking","F005"
"19252","cg04043571",0.002,6e-04,0.001,0.0309,"smoking","F005"
"19253","cg17266278",0.0013,4e-04,0.001,0.0309,"smoking","F005"
"19254","cg01574364",0.0038,0.0012,0.001,0.0309,"smoking","F005"
"19255","cg06023161",0.0024,7e-04,0.001,0.0309,"smoking","F005"
"19256","cg14386870",-0.0027,8e-04,0.001,0.0309,"smoking","F005"
"19257","cg14102437",0.0041,0.0012,0.001,0.0309,"smoking","F005"
"19258","cg14437996",-0.004,0.0012,0.001,0.0309,"smoking","F005"
"19259","cg03427299",0.0038,0.0011,0.001,0.0309,"smoking","F005"
"19260","cg10124413",0.0019,6e-04,0.001,0.0309,"smoking","F005"
"19261","cg16944941",-0.004,0.0012,0.001,0.0309,"smoking","F005"
"19262","cg12815974",-6e-04,2e-04,0.001,0.0309,"smoking","F005"
"19263","cg21329085",-0.0022,7e-04,0.001,0.0309,"smoking","F005"
"19264","cg08125726",-0.0031,9e-04,0.001,0.0309,"smoking","F005"
"19265","cg06181703",-0.0019,6e-04,0.001,0.0309,"smoking","F005"
"19266","cg04599946",0.0038,0.0012,0.001,0.0309,"smoking","F005"
"19267","cg05720721",-0.0034,0.001,0.001,0.0309,"smoking","F005"
"19268","cg17677487",-0.0036,0.0011,0.001,0.0309,"smoking","F005"
"19269","cg06495347",0.0025,8e-04,0.001,0.0309,"smoking","F005"
"19270","cg24124954",-0.0049,0.0015,0.001,0.0309,"smoking","F005"
"19271","cg07225966",-0.0055,0.0017,0.001,0.0309,"smoking","F005"
"19272","cg22083199",0.003,9e-04,0.001,0.0309,"smoking","F005"
"19273","cg17133774",0.0013,4e-04,0.001,0.031,"smoking","F005"
"19274","cg21756647",-0.0025,8e-04,0.001,0.031,"smoking","F005"
"19275","cg19849728",-0.0027,8e-04,0.001,0.031,"smoking","F005"
"19276","cg20450123",0.0049,0.0015,0.001,0.031,"smoking","F005"
"19277","cg16174301",0.0018,5e-04,0.001,0.031,"smoking","F005"
"19278","cg16584290",-0.0015,5e-04,0.001,0.031,"smoking","F005"
"19279","cg06399302",0.0029,9e-04,0.001,0.031,"smoking","F005"
"19280","cg09100014",0.004,0.0012,0.001,0.031,"smoking","F005"
"19281","cg16619991",-0.0074,0.0023,0.001,0.031,"smoking","F005"
"19282","cg19670290",-0.0045,0.0014,0.001,0.031,"smoking","F005"
"19283","cg20768743",-0.0052,0.0016,0.001,0.031,"smoking","F005"
"19284","cg16021126",-0.0045,0.0014,0.001,0.031,"smoking","F005"
"19285","cg11420827",-0.0013,4e-04,0.001,0.031,"smoking","F005"
"19286","cg24566824",-0.0018,5e-04,0.001,0.031,"smoking","F005"
"19287","cg20072528",0.0042,0.0013,0.001,0.031,"smoking","F005"
"19288","cg15778232",-0.0053,0.0016,0.001,0.0311,"smoking","F005"
"19289","cg15475727",-0.0028,9e-04,0.001,0.0311,"smoking","F005"
"19290","cg24765748",0.0047,0.0014,0.001,0.0311,"smoking","F005"
"19291","cg16545079",-0.0021,6e-04,0.001,0.0311,"smoking","F005"
"19292","cg11294761",-0.0038,0.0012,0.001,0.0311,"smoking","F005"
"19293","cg07969045",-0.0011,3e-04,0.001,0.0311,"smoking","F005"
"19294","cg06704093",0.0032,0.001,0.001,0.0311,"smoking","F005"
"19295","cg03750587",0.0056,0.0017,0.001,0.0311,"smoking","F005"
"19296","cg10539191",0.0016,5e-04,0.001,0.0311,"smoking","F005"
"19297","cg24620905",-0.0033,0.001,0.001,0.0311,"smoking","F005"
"19298","cg25616535",-0.005,0.0015,0.001,0.0311,"smoking","F005"
"19299","cg03450948",0.0044,0.0013,0.001,0.0311,"smoking","F005"
"19300","cg11183935",0.007,0.0021,0.001,0.0311,"smoking","F005"
"19301","cg02580626",-0.0027,8e-04,0.001,0.0311,"smoking","F005"
"19302","cg07584981",-0.0022,7e-04,0.001,0.0311,"smoking","F005"
"19303","cg17830209",0.0042,0.0013,0.001,0.0311,"smoking","F005"
"19304","cg08844770",-0.0032,0.001,0.001,0.0311,"smoking","F005"
"19305","cg01636582",0.0027,8e-04,0.001,0.0312,"smoking","F005"
"19306","cg23400715",-0.0038,0.0012,0.001,0.0312,"smoking","F005"
"19307","cg15998779",0.0031,9e-04,0.001,0.0312,"smoking","F005"
"19308","cg13008538",0.0037,0.0011,0.001,0.0312,"smoking","F005"
"19309","cg06010163",-0.0042,0.0013,0.001,0.0312,"smoking","F005"
"19310","cg03639897",-0.0025,8e-04,0.001,0.0312,"smoking","F005"
"19311","cg02975107",-0.0042,0.0013,0.001,0.0312,"smoking","F005"
"19312","cg04566512",-0.0148,0.0045,0.001,0.0313,"smoking","F005"
"19313","cg22881914",0.0038,0.0011,0.001,0.0313,"smoking","F005"
"19314","cg03503785",-0.005,0.0015,0.001,0.0313,"smoking","F005"
"19315","cg23712594",-0.0038,0.0012,0.001,0.0313,"smoking","F005"
"19316","cg23090653",0.0049,0.0015,0.001,0.0313,"smoking","F005"
"19317","cg10612237",-0.0024,7e-04,0.001,0.0313,"smoking","F005"
"19318","cg11399508",0.0022,7e-04,0.001,0.0313,"smoking","F005"
"19319","cg23950233",-0.0071,0.0022,0.001,0.0313,"smoking","F005"
"19320","cg21832243",-0.0048,0.0015,0.001,0.0313,"smoking","F005"
"19321","cg22489957",0.0077,0.0023,0.001,0.0313,"smoking","F005"
"19322","cg13969739",9e-04,3e-04,0.001,0.0313,"smoking","F005"
"19323","cg02148612",0.005,0.0015,0.001,0.0313,"smoking","F005"
"19324","cg03631065",0.0038,0.0012,0.001,0.0313,"smoking","F005"
"19325","cg20331980",-0.0062,0.0019,0.001,0.0314,"smoking","F005"
"19326","cg03096732",-0.002,6e-04,0.001,0.0314,"smoking","F005"
"19327","cg14016390",-0.0031,9e-04,0.001,0.0314,"smoking","F005"
"19328","cg03102442",-0.0059,0.0018,0.001,0.0314,"smoking","F005"
"19329","cg24691042",-0.0042,0.0013,0.001,0.0314,"smoking","F005"
"19330","cg02867079",0.0019,6e-04,0.001,0.0314,"smoking","F005"
"19331","cg22086536",0.0031,0.001,0.001,0.0314,"smoking","F005"
"19332","cg19351628",0.0042,0.0013,0.001,0.0314,"smoking","F005"
"19333","cg01052512",0.0044,0.0013,0.001,0.0314,"smoking","F005"
"19334","cg10426370",-0.0058,0.0018,0.001,0.0314,"smoking","F005"
"19335","cg14917706",0.0068,0.0021,0.001,0.0315,"smoking","F005"
"19336","cg25975805",0.0023,7e-04,0.001,0.0315,"smoking","F005"
"19337","cg07622996",0.0036,0.0011,0.001,0.0315,"smoking","F005"
"19338","cg26079699",0.0019,6e-04,0.001,0.0315,"smoking","F005"
"19339","cg22904815",-0.0049,0.0015,0.001,0.0315,"smoking","F005"
"19340","cg02757609",-0.0044,0.0013,0.001,0.0315,"smoking","F005"
"19341","cg14387743",0.0053,0.0016,0.001,0.0315,"smoking","F005"
"19342","cg00412534",0.0013,4e-04,0.001,0.0315,"smoking","F005"
"19343","cg00308841",-0.0048,0.0015,0.001,0.0315,"smoking","F005"
"19344","cg27388680",-0.0064,0.002,0.001,0.0315,"smoking","F005"
"19345","cg17590710",-0.0043,0.0013,0.001,0.0315,"smoking","F005"
"19346","cg21340621",0.0037,0.0011,0.001,0.0315,"smoking","F005"
"19347","cg01986630",0.0072,0.0022,0.001,0.0315,"smoking","F005"
"19348","cg09862711",0.0054,0.0016,0.001,0.0315,"smoking","F005"
"19349","cg13011388",0.0027,8e-04,0.001,0.0316,"smoking","F005"
"19350","cg12757011",0.003,9e-04,0.001,0.0316,"smoking","F005"
"19351","cg05503062",-0.0044,0.0013,0.001,0.0316,"smoking","F005"
"19352","cg01575652",-0.0034,0.001,0.001,0.0316,"smoking","F005"
"19353","cg21344746",0.0055,0.0017,0.001,0.0316,"smoking","F005"
"19354","cg13762244",-0.0021,6e-04,0.001,0.0316,"smoking","F005"
"19355","cg08280368",-0.0104,0.0032,0.001,0.0316,"smoking","F005"
"19356","cg13286698",0.007,0.0021,0.001,0.0316,"smoking","F005"
"19357","cg07529392",-0.0038,0.0012,0.001,0.0316,"smoking","F005"
"19358","cg14287235",0.0024,7e-04,0.001,0.0316,"smoking","F005"
"19359","cg00911370",0.0038,0.0012,0.001,0.0316,"smoking","F005"
"19360","cg11370814",0.0093,0.0028,0.001,0.0316,"smoking","F005"
"19361","cg20411813",-0.0051,0.0016,0.001,0.0316,"smoking","F005"
"19362","cg18206296",0.0016,5e-04,0.001,0.0316,"smoking","F005"
"19363","cg14014506",-0.0071,0.0022,0.001,0.0316,"smoking","F005"
"19364","cg00107187",0.0026,8e-04,0.001,0.0317,"smoking","F005"
"19365","cg00599280",0.0017,5e-04,0.001,0.0317,"smoking","F005"
"19366","cg08323969",0.0043,0.0013,0.001,0.0317,"smoking","F005"
"19367","cg02156769",-0.005,0.0015,0.001,0.0317,"smoking","F005"
"19368","cg05691054",-0.0031,9e-04,0.001,0.0317,"smoking","F005"
"19369","cg18476766",0.0047,0.0014,0.001,0.0317,"smoking","F005"
"19370","cg07325820",0.0025,8e-04,0.001,0.0317,"smoking","F005"
"19371","cg14641122",0.0042,0.0013,0.001,0.0317,"smoking","F005"
"19372","cg10950615",0.0026,8e-04,0.001,0.0317,"smoking","F005"
"19373","cg00917156",0.0036,0.0011,0.001,0.0317,"smoking","F005"
"19374","cg20707774",-0.0023,7e-04,0.001,0.0317,"smoking","F005"
"19375","cg21836487",0.0027,8e-04,0.001,0.0317,"smoking","F005"
"19376","cg18851960",-0.0036,0.0011,0.001,0.0317,"smoking","F005"
"19377","cg10664754",-0.0062,0.0019,0.001,0.0317,"smoking","F005"
"19378","cg24006305",0.0026,8e-04,0.001,0.0317,"smoking","F005"
"19379","cg20955688",8e-04,3e-04,0.001,0.0317,"smoking","F005"
"19380","cg20673829",0.0035,0.0011,0.001,0.0318,"smoking","F005"
"19381","cg11838299",0.003,9e-04,0.001,0.0318,"smoking","F005"
"19382","cg16608018",-0.0035,0.0011,0.001,0.0318,"smoking","F005"
"19383","cg26744375",8e-04,2e-04,0.001,0.0318,"smoking","F005"
"19384","cg02573276",-9e-04,3e-04,0.001,0.0318,"smoking","F005"
"19385","cg27391934",0.0023,7e-04,0.001,0.0318,"smoking","F005"
"19386","cg26347170",-0.0093,0.0028,0.001,0.0318,"smoking","F005"
"19387","cg19025811",0.0032,0.001,0.001,0.0318,"smoking","F005"
"19388","cg11881472",-0.009,0.0027,0.001,0.0318,"smoking","F005"
"19389","cg08035749",0.0028,9e-04,0.001,0.0318,"smoking","F005"
"19390","cg01626885",-0.0044,0.0013,0.001,0.0318,"smoking","F005"
"19391","cg03224163",-0.0023,7e-04,0.001,0.0318,"smoking","F005"
"19392","cg14439774",-0.0024,7e-04,0.001,0.0318,"smoking","F005"
"19393","cg16316394",-0.0062,0.0019,0.001,0.0318,"smoking","F005"
"19394","cg02750743",0.004,0.0012,0.001,0.0318,"smoking","F005"
"19395","cg07869839",0.0072,0.0022,0.001,0.0318,"smoking","F005"
"19396","cg11370064",0.0059,0.0018,0.001,0.0318,"smoking","F005"
"19397","cg10391212",0.0025,8e-04,0.001,0.0318,"smoking","F005"
"19398","cg04928129",-0.0022,7e-04,0.001,0.0318,"smoking","F005"
"19399","cg00360230",-0.0027,8e-04,0.001,0.0319,"smoking","F005"
"19400","cg12906975",-0.002,6e-04,0.001,0.0319,"smoking","F005"
"19401","cg13580002",-0.0018,5e-04,0.001,0.0319,"smoking","F005"
"19402","cg02338840",0.0042,0.0013,0.001,0.0319,"smoking","F005"
"19403","cg06445343",-0.0055,0.0017,0.001,0.0319,"smoking","F005"
"19404","cg15711727",0.0024,7e-04,0.001,0.0319,"smoking","F005"
"19405","cg03681341",-0.0011,3e-04,0.001,0.0319,"smoking","F005"
"19406","cg08250742",-0.0025,7e-04,0.001,0.0319,"smoking","F005"
"19407","cg22413209",-0.0027,8e-04,0.001,0.0319,"smoking","F005"
"19408","cg06560955",0.0025,8e-04,0.001,0.0319,"smoking","F005"
"19409","cg18671554",0.0029,9e-04,0.001,0.0319,"smoking","F005"
"19410","cg02295856",0.0032,0.001,0.001,0.0319,"smoking","F005"
"19411","cg08894788",0.0016,5e-04,0.001,0.0319,"smoking","F005"
"19412","cg01109763",0.0022,7e-04,0.001,0.0319,"smoking","F005"
"19413","cg05813330",0.0018,6e-04,0.001,0.0319,"smoking","F005"
"19414","cg01291856",-0.0022,7e-04,0.001,0.0319,"smoking","F005"
"19415","cg26624105",0.003,9e-04,0.001,0.0319,"smoking","F005"
"19416","cg23782616",-0.0059,0.0018,0.001,0.0319,"smoking","F005"
"19417","cg24854010",0.0037,0.0011,0.001,0.0319,"smoking","F005"
"19418","cg19876232",-0.0019,6e-04,0.001,0.032,"smoking","F005"
"19419","cg14930642",-0.0014,4e-04,0.001,0.032,"smoking","F005"
"19420","cg09471887",0.0018,6e-04,0.001,0.032,"smoking","F005"
"19421","cg10799846",0.0034,0.001,0.001,0.032,"smoking","F005"
"19422","cg08911862",-0.0023,7e-04,0.001,0.032,"smoking","F005"
"19423","cg17953300",0.0044,0.0013,0.001,0.032,"smoking","F005"
"19424","cg11396411",0.0022,7e-04,0.001,0.032,"smoking","F005"
"19425","cg11418036",-8e-04,2e-04,0.001,0.032,"smoking","F005"
"19426","cg07193553",0.0018,5e-04,0.001,0.032,"smoking","F005"
"19427","cg09399878",-0.0021,6e-04,0.001,0.032,"smoking","F005"
"19428","cg06061966",0.0029,9e-04,0.001,0.032,"smoking","F005"
"19429","cg18960218",0.0051,0.0015,0.001,0.032,"smoking","F005"
"19430","cg05508558",0.0046,0.0014,0.001,0.032,"smoking","F005"
"19431","cg00244776",-0.0069,0.0021,0.001,0.032,"smoking","F005"
"19432","cg26496293",0.0025,8e-04,0.001,0.032,"smoking","F005"
"19433","cg20470857",0.0031,9e-04,0.001,0.032,"smoking","F005"
"19434","cg27468224",0.0017,5e-04,0.001,0.032,"smoking","F005"
"19435","cg14585353",-0.0036,0.0011,0.0011,0.0321,"smoking","F005"
"19436","cg06179486",0.0048,0.0015,0.0011,0.0321,"smoking","F005"
"19437","cg23441441",0.0028,8e-04,0.0011,0.0321,"smoking","F005"
"19438","cg04918175",0.003,9e-04,0.0011,0.0321,"smoking","F005"
"19439","cg10331119",-0.004,0.0012,0.0011,0.0321,"smoking","F005"
"19440","cg15081128",-0.0031,9e-04,0.0011,0.0321,"smoking","F005"
"19441","cg07901199",-0.0031,9e-04,0.0011,0.0321,"smoking","F005"
"19442","cg15793688",0.0072,0.0022,0.0011,0.0321,"smoking","F005"
"19443","cg14116908",-0.0031,9e-04,0.0011,0.0321,"smoking","F005"
"19444","cg03346521",0.0029,9e-04,0.0011,0.0321,"smoking","F005"
"19445","cg23291900",-0.0055,0.0017,0.0011,0.0322,"smoking","F005"
"19446","cg12380854",0.0041,0.0013,0.0011,0.0322,"smoking","F005"
"19447","cg22126440",0.0013,4e-04,0.0011,0.0322,"smoking","F005"
"19448","cg21179892",-0.0038,0.0011,0.0011,0.0322,"smoking","F005"
"19449","cg22962236",0.0049,0.0015,0.0011,0.0322,"smoking","F005"
"19450","cg11669285",0.0054,0.0017,0.0011,0.0322,"smoking","F005"
"19451","cg05180985",0.0015,4e-04,0.0011,0.0322,"smoking","F005"
"19452","cg24809407",0.0018,6e-04,0.0011,0.0322,"smoking","F005"
"19453","cg06911354",-0.0044,0.0014,0.0011,0.0322,"smoking","F005"
"19454","cg13673319",-0.0014,4e-04,0.0011,0.0322,"smoking","F005"
"19455","cg23982212",-0.0079,0.0024,0.0011,0.0322,"smoking","F005"
"19456","cg15243034",0.0064,0.002,0.0011,0.0322,"smoking","F005"
"19457","cg19471433",0.007,0.0021,0.0011,0.0322,"smoking","F005"
"19458","cg01899542",-0.0064,0.002,0.0011,0.0323,"smoking","F005"
"19459","cg07639694",0.0051,0.0016,0.0011,0.0323,"smoking","F005"
"19460","cg24674269",0.0048,0.0015,0.0011,0.0323,"smoking","F005"
"19461","cg03945320",-0.0018,6e-04,0.0011,0.0323,"smoking","F005"
"19462","cg13777609",-0.0039,0.0012,0.0011,0.0323,"smoking","F005"
"19463","cg26923410",0.0015,5e-04,0.0011,0.0323,"smoking","F005"
"19464","cg27421105",0.0039,0.0012,0.0011,0.0323,"smoking","F005"
"19465","cg16043345",0.0023,7e-04,0.0011,0.0323,"smoking","F005"
"19466","cg13990559",0.0019,6e-04,0.0011,0.0323,"smoking","F005"
"19467","cg18433784",0.0026,8e-04,0.0011,0.0323,"smoking","F005"
"19468","cg05470328",-0.0031,9e-04,0.0011,0.0323,"smoking","F005"
"19469","cg00095688",-0.0046,0.0014,0.0011,0.0323,"smoking","F005"
"19470","cg25586410",-0.004,0.0012,0.0011,0.0323,"smoking","F005"
"19471","cg05118960",-0.0048,0.0015,0.0011,0.0323,"smoking","F005"
