"SC","variable","Pesticide"
"Iowa-Howard",2005,"MESOTRIONE"
"Iowa-Howard",2006,"MESOTRIONE"
"Iowa-Howard",2007,"MESOTRIONE"
"Iowa-Howard",2008,"MESOTRIONE"
"Iowa-Howard",2009,"MESOTRIONE"
"Iowa-Howard",2010,"MESOTRIONE"
"Iowa-Howard",2011,"MESOTRIONE"
"Iowa-Howard",2012,"MESOTRIONE"
"Iowa-Iowa",2001,"MESOTRIONE"
"Iowa-Iowa",2002,"MESOTRIONE"
"Iowa-Iowa",2003,"MESOTRIONE"
"Iowa-Iowa",2004,"MESOTRIONE"
"Iowa-Iowa",2005,"MESOTRIONE"
"Iowa-Iowa",2006,"MESOTRIONE"
"Iowa-Iowa",2007,"MESOTRIONE"
"Iowa-Iowa",2008,"MESOTRIONE"
"Iowa-Iowa",2009,"MESOTRIONE"
"Iowa-Iowa",2010,"MESOTRIONE"
"Iowa-Iowa",2011,"MESOTRIONE"
"Iowa-Iowa",2012,"MESOTRIONE"
"Iowa-Jackson",2001,"MESOTRIONE"
"Iowa-Jackson",2002,"MESOTRIONE"
"Iowa-Jackson",2003,"MESOTRIONE"
"Iowa-Jackson",2004,"MESOTRIONE"
"Iowa-Jackson",2005,"MESOTRIONE"
"Iowa-Jackson",2006,"MESOTRIONE"
"Iowa-Jackson",2007,"MESOTRIONE"
"Iowa-Jackson",2008,"MESOTRIONE"
"Iowa-Jackson",2009,"MESOTRIONE"
"Iowa-Jackson",2010,"MESOTRIONE"
"Iowa-Jackson",2011,"MESOTRIONE"
"Iowa-Jackson",2012,"MESOTRIONE"
"Iowa-Jasper",2001,"MESOTRIONE"
"Iowa-Jasper",2002,"MESOTRIONE"
"Iowa-Jasper",2003,"MESOTRIONE"
"Iowa-Jasper",2004,"MESOTRIONE"
"Iowa-Jasper",2005,"MESOTRIONE"
"Iowa-Jasper",2006,"MESOTRIONE"
"Iowa-Jasper",2007,"MESOTRIONE"
"Iowa-Jasper",2008,"MESOTRIONE"
"Iowa-Jasper",2009,"MESOTRIONE"
"Iowa-Jasper",2010,"MESOTRIONE"
"Iowa-Jasper",2011,"MESOTRIONE"
"Iowa-Jasper",2012,"MESOTRIONE"
"Iowa-Jefferson",2001,"MESOTRIONE"
"Iowa-Jefferson",2002,"MESOTRIONE"
"Iowa-Jefferson",2003,"MESOTRIONE"
"Iowa-Jefferson",2004,"MESOTRIONE"
"Iowa-Jefferson",2005,"MESOTRIONE"
"Iowa-Jefferson",2006,"MESOTRIONE"
"Iowa-Jefferson",2007,"MESOTRIONE"
"Iowa-Jefferson",2008,"MESOTRIONE"
"Iowa-Jefferson",2009,"MESOTRIONE"
"Iowa-Jefferson",2010,"MESOTRIONE"
"Iowa-Jefferson",2011,"MESOTRIONE"
"Iowa-Jefferson",2012,"MESOTRIONE"
"Iowa-Johnson",2001,"MESOTRIONE"
"Iowa-Johnson",2002,"MESOTRIONE"
"Iowa-Johnson",2003,"MESOTRIONE"
"Iowa-Johnson",2004,"MESOTRIONE"
"Iowa-Johnson",2005,"MESOTRIONE"
"Iowa-Johnson",2006,"MESOTRIONE"
"Iowa-Johnson",2007,"MESOTRIONE"
"Iowa-Johnson",2008,"MESOTRIONE"
"Iowa-Johnson",2009,"MESOTRIONE"
"Iowa-Johnson",2010,"MESOTRIONE"
"Iowa-Johnson",2011,"MESOTRIONE"
"Iowa-Johnson",2012,"MESOTRIONE"
"Iowa-Jones",2001,"MESOTRIONE"
"Iowa-Jones",2002,"MESOTRIONE"
"Iowa-Jones",2003,"MESOTRIONE"
"Iowa-Jones",2004,"MESOTRIONE"
"Iowa-Jones",2005,"MESOTRIONE"
"Iowa-Jones",2006,"MESOTRIONE"
"Iowa-Jones",2007,"MESOTRIONE"
"Iowa-Jones",2008,"MESOTRIONE"
"Iowa-Jones",2009,"MESOTRIONE"
"Iowa-Jones",2010,"MESOTRIONE"
"Iowa-Jones",2011,"MESOTRIONE"
"Iowa-Jones",2012,"MESOTRIONE"
"Iowa-Lee",2001,"MESOTRIONE"
"Iowa-Lee",2002,"MESOTRIONE"
"Iowa-Lee",2003,"MESOTRIONE"
"Iowa-Lee",2004,"MESOTRIONE"
"Iowa-Lee",2005,"MESOTRIONE"
"Iowa-Lee",2006,"MESOTRIONE"
"Iowa-Lee",2007,"MESOTRIONE"
"Iowa-Lee",2008,"MESOTRIONE"
"Iowa-Lee",2009,"MESOTRIONE"
"Iowa-Lee",2010,"MESOTRIONE"
"Iowa-Lee",2011,"MESOTRIONE"
"Iowa-Lee",2012,"MESOTRIONE"
"Iowa-Linn",2001,"MESOTRIONE"
"Iowa-Linn",2002,"MESOTRIONE"
"Iowa-Linn",2003,"MESOTRIONE"
"Iowa-Linn",2004,"MESOTRIONE"
"Iowa-Linn",2005,"MESOTRIONE"
"Iowa-Linn",2006,"MESOTRIONE"
"Iowa-Linn",2007,"MESOTRIONE"
"Iowa-Linn",2008,"MESOTRIONE"
"Iowa-Linn",2009,"MESOTRIONE"
"Iowa-Linn",2010,"MESOTRIONE"
"Iowa-Linn",2011,"MESOTRIONE"
"Iowa-Linn",2012,"MESOTRIONE"
"Iowa-Mahaska",2001,"MESOTRIONE"
"Iowa-Mahaska",2002,"MESOTRIONE"
"Iowa-Mahaska",2003,"MESOTRIONE"
"Iowa-Mahaska",2004,"MESOTRIONE"
"Iowa-Mahaska",2005,"MESOTRIONE"
"Iowa-Mahaska",2006,"MESOTRIONE"
"Iowa-Mahaska",2007,"MESOTRIONE"
"Iowa-Mahaska",2008,"MESOTRIONE"
"Iowa-Mahaska",2009,"MESOTRIONE"
"Iowa-Mahaska",2010,"MESOTRIONE"
"Iowa-Mahaska",2011,"MESOTRIONE"
"Iowa-Mahaska",2012,"MESOTRIONE"
"Iowa-Marshall",2001,"MESOTRIONE"
"Iowa-Marshall",2002,"MESOTRIONE"
"Iowa-Marshall",2003,"MESOTRIONE"
"Iowa-Marshall",2004,"MESOTRIONE"
"Iowa-Marshall",2005,"MESOTRIONE"
"Iowa-Marshall",2006,"MESOTRIONE"
"Iowa-Marshall",2007,"MESOTRIONE"
"Iowa-Marshall",2008,"MESOTRIONE"
"Iowa-Marshall",2009,"MESOTRIONE"
"Iowa-Marshall",2010,"MESOTRIONE"
"Iowa-Marshall",2011,"MESOTRIONE"
"Iowa-Marshall",2012,"MESOTRIONE"
"Iowa-Mitchell",2001,"MESOTRIONE"
"Iowa-Mitchell",2002,"MESOTRIONE"
"Iowa-Mitchell",2003,"MESOTRIONE"
"Iowa-Mitchell",2004,"MESOTRIONE"
"Iowa-Mitchell",2005,"MESOTRIONE"
"Iowa-Mitchell",2006,"MESOTRIONE"
"Iowa-Mitchell",2007,"MESOTRIONE"
"Iowa-Mitchell",2008,"MESOTRIONE"
"Iowa-Mitchell",2009,"MESOTRIONE"
"Iowa-Mitchell",2010,"MESOTRIONE"
"Iowa-Mitchell",2011,"MESOTRIONE"
"Iowa-Mitchell",2012,"MESOTRIONE"
"Iowa-Montgomery",2001,"MESOTRIONE"
"Iowa-Montgomery",2002,"MESOTRIONE"
"Iowa-Montgomery",2003,"MESOTRIONE"
"Iowa-Montgomery",2004,"MESOTRIONE"
"Iowa-Montgomery",2005,"MESOTRIONE"
"Iowa-Montgomery",2006,"MESOTRIONE"
"Iowa-Montgomery",2007,"MESOTRIONE"
"Iowa-Montgomery",2008,"MESOTRIONE"
"Iowa-Montgomery",2009,"MESOTRIONE"
"Iowa-Montgomery",2010,"MESOTRIONE"
"Iowa-Montgomery",2011,"MESOTRIONE"
"Iowa-Montgomery",2012,"MESOTRIONE"
"Iowa-Muscatine",2001,"MESOTRIONE"
"Iowa-Muscatine",2002,"MESOTRIONE"
"Iowa-Muscatine",2003,"MESOTRIONE"
"Iowa-Muscatine",2004,"MESOTRIONE"
"Iowa-Muscatine",2005,"MESOTRIONE"
"Iowa-Muscatine",2006,"MESOTRIONE"
"Iowa-Muscatine",2007,"MESOTRIONE"
"Iowa-Muscatine",2008,"MESOTRIONE"
"Iowa-Muscatine",2009,"MESOTRIONE"
"Iowa-Muscatine",2010,"MESOTRIONE"
"Iowa-Muscatine",2011,"MESOTRIONE"
"Iowa-Muscatine",2012,"MESOTRIONE"
"Iowa-Page",2001,"MESOTRIONE"
"Iowa-Page",2002,"MESOTRIONE"
"Iowa-Page",2003,"MESOTRIONE"
"Iowa-Page",2004,"MESOTRIONE"
"Iowa-Page",2005,"MESOTRIONE"
"Iowa-Page",2006,"MESOTRIONE"
"Iowa-Page",2007,"MESOTRIONE"
"Iowa-Page",2008,"MESOTRIONE"
"Iowa-Page",2009,"MESOTRIONE"
"Iowa-Page",2010,"MESOTRIONE"
"Iowa-Page",2011,"MESOTRIONE"
"Iowa-Page",2012,"MESOTRIONE"
"Iowa-Plymouth",2001,"MESOTRIONE"
"Iowa-Plymouth",2002,"MESOTRIONE"
"Iowa-Plymouth",2003,"MESOTRIONE"
"Iowa-Plymouth",2004,"MESOTRIONE"
"Iowa-Plymouth",2005,"MESOTRIONE"
"Iowa-Plymouth",2006,"MESOTRIONE"
"Iowa-Plymouth",2007,"MESOTRIONE"
"Iowa-Plymouth",2008,"MESOTRIONE"
"Iowa-Plymouth",2009,"MESOTRIONE"
"Iowa-Plymouth",2010,"MESOTRIONE"
"Iowa-Plymouth",2011,"MESOTRIONE"
"Iowa-Plymouth",2012,"MESOTRIONE"
"Iowa-Polk",2001,"MESOTRIONE"
"Iowa-Polk",2002,"MESOTRIONE"
"Iowa-Polk",2003,"MESOTRIONE"
"Iowa-Polk",2004,"MESOTRIONE"
"Iowa-Polk",2005,"MESOTRIONE"
"Iowa-Polk",2006,"MESOTRIONE"
"Iowa-Polk",2007,"MESOTRIONE"
"Iowa-Polk",2008,"MESOTRIONE"
"Iowa-Polk",2009,"MESOTRIONE"
"Iowa-Polk",2010,"MESOTRIONE"
"Iowa-Polk",2011,"MESOTRIONE"
"Iowa-Polk",2012,"MESOTRIONE"
"Iowa-Pottawattamie",2001,"MESOTRIONE"
"Iowa-Pottawattamie",2002,"MESOTRIONE"
"Iowa-Pottawattamie",2003,"MESOTRIONE"
"Iowa-Pottawattamie",2004,"MESOTRIONE"
"Iowa-Pottawattamie",2005,"MESOTRIONE"
"Iowa-Pottawattamie",2006,"MESOTRIONE"
"Iowa-Pottawattamie",2007,"MESOTRIONE"
"Iowa-Pottawattamie",2008,"MESOTRIONE"
"Iowa-Pottawattamie",2009,"MESOTRIONE"
"Iowa-Pottawattamie",2010,"MESOTRIONE"
"Iowa-Pottawattamie",2011,"MESOTRIONE"
"Iowa-Pottawattamie",2012,"MESOTRIONE"
"Iowa-Poweshiek",2001,"MESOTRIONE"
"Iowa-Poweshiek",2002,"MESOTRIONE"
"Iowa-Poweshiek",2003,"MESOTRIONE"
"Iowa-Poweshiek",2004,"MESOTRIONE"
"Iowa-Poweshiek",2005,"MESOTRIONE"
"Iowa-Poweshiek",2006,"MESOTRIONE"
"Iowa-Poweshiek",2007,"MESOTRIONE"
"Iowa-Poweshiek",2008,"MESOTRIONE"
"Iowa-Poweshiek",2009,"MESOTRIONE"
"Iowa-Poweshiek",2010,"MESOTRIONE"
"Iowa-Poweshiek",2011,"MESOTRIONE"
"Iowa-Poweshiek",2012,"MESOTRIONE"
"Iowa-Scott",2001,"MESOTRIONE"
"Iowa-Scott",2002,"MESOTRIONE"
"Iowa-Scott",2003,"MESOTRIONE"
"Iowa-Scott",2004,"MESOTRIONE"
"Iowa-Scott",2005,"MESOTRIONE"
"Iowa-Scott",2006,"MESOTRIONE"
"Iowa-Scott",2007,"MESOTRIONE"
"Iowa-Scott",2008,"MESOTRIONE"
"Iowa-Scott",2009,"MESOTRIONE"
"Iowa-Scott",2010,"MESOTRIONE"
"Iowa-Scott",2011,"MESOTRIONE"
"Iowa-Scott",2012,"MESOTRIONE"
"Iowa-Sioux",2001,"MESOTRIONE"
"Iowa-Sioux",2002,"MESOTRIONE"
"Iowa-Sioux",2003,"MESOTRIONE"
"Iowa-Sioux",2004,"MESOTRIONE"
"Iowa-Sioux",2005,"MESOTRIONE"
"Iowa-Sioux",2006,"MESOTRIONE"
"Iowa-Sioux",2007,"MESOTRIONE"
"Iowa-Sioux",2008,"MESOTRIONE"
"Iowa-Sioux",2009,"MESOTRIONE"
"Iowa-Sioux",2010,"MESOTRIONE"
"Iowa-Sioux",2011,"MESOTRIONE"
"Iowa-Sioux",2012,"MESOTRIONE"
"Iowa-Story",2001,"MESOTRIONE"
"Iowa-Story",2002,"MESOTRIONE"
"Iowa-Story",2003,"MESOTRIONE"
"Iowa-Story",2004,"MESOTRIONE"
"Iowa-Story",2005,"MESOTRIONE"
"Iowa-Story",2006,"MESOTRIONE"
"Iowa-Story",2007,"MESOTRIONE"
"Iowa-Story",2008,"MESOTRIONE"
"Iowa-Story",2009,"MESOTRIONE"
"Iowa-Story",2010,"MESOTRIONE"
"Iowa-Story",2011,"MESOTRIONE"
"Iowa-Story",2012,"MESOTRIONE"
"Iowa-Tama",2001,"MESOTRIONE"
"Iowa-Tama",2002,"MESOTRIONE"
"Iowa-Tama",2003,"MESOTRIONE"
"Iowa-Tama",2004,"MESOTRIONE"
"Iowa-Tama",2005,"MESOTRIONE"
"Iowa-Tama",2006,"MESOTRIONE"
"Iowa-Tama",2007,"MESOTRIONE"
"Iowa-Tama",2008,"MESOTRIONE"
"Iowa-Tama",2009,"MESOTRIONE"
"Iowa-Tama",2010,"MESOTRIONE"
"Iowa-Tama",2011,"MESOTRIONE"
"Iowa-Tama",2012,"MESOTRIONE"
"Iowa-Wapello",2001,"MESOTRIONE"
"Iowa-Wapello",2002,"MESOTRIONE"
"Iowa-Wapello",2003,"MESOTRIONE"
"Iowa-Wapello",2004,"MESOTRIONE"
"Iowa-Wapello",2005,"MESOTRIONE"
"Iowa-Wapello",2006,"MESOTRIONE"
"Iowa-Wapello",2007,"MESOTRIONE"
"Iowa-Wapello",2008,"MESOTRIONE"
"Iowa-Wapello",2009,"MESOTRIONE"
"Iowa-Wapello",2010,"MESOTRIONE"
"Iowa-Wapello",2011,"MESOTRIONE"
"Iowa-Wapello",2012,"MESOTRIONE"
"Iowa-Warren",2001,"MESOTRIONE"
"Iowa-Warren",2002,"MESOTRIONE"
"Iowa-Warren",2003,"MESOTRIONE"
"Iowa-Warren",2004,"MESOTRIONE"
"Iowa-Warren",2005,"MESOTRIONE"
"Iowa-Warren",2006,"MESOTRIONE"
"Iowa-Warren",2007,"MESOTRIONE"
"Iowa-Warren",2008,"MESOTRIONE"
"Iowa-Warren",2009,"MESOTRIONE"
"Iowa-Warren",2010,"MESOTRIONE"
"Iowa-Warren",2011,"MESOTRIONE"
"Iowa-Warren",2012,"MESOTRIONE"
"Iowa-Webster",2001,"MESOTRIONE"
"Iowa-Webster",2002,"MESOTRIONE"
"Iowa-Webster",2003,"MESOTRIONE"
"Iowa-Webster",2004,"MESOTRIONE"
"Iowa-Webster",2005,"MESOTRIONE"
"Iowa-Webster",2006,"MESOTRIONE"
"Iowa-Webster",2007,"MESOTRIONE"
"Iowa-Webster",2008,"MESOTRIONE"
"Iowa-Webster",2009,"MESOTRIONE"
"Iowa-Webster",2010,"MESOTRIONE"
"Iowa-Webster",2011,"MESOTRIONE"
"Iowa-Webster",2012,"MESOTRIONE"
"Iowa-Winnebago",2001,"MESOTRIONE"
"Iowa-Winnebago",2002,"MESOTRIONE"
"Iowa-Winnebago",2003,"MESOTRIONE"
"Iowa-Winnebago",2004,"MESOTRIONE"
"Iowa-Winnebago",2005,"MESOTRIONE"
"Iowa-Winnebago",2006,"MESOTRIONE"
"Iowa-Winnebago",2007,"MESOTRIONE"
"Iowa-Winnebago",2008,"MESOTRIONE"
"Iowa-Winnebago",2009,"MESOTRIONE"
"Iowa-Winnebago",2010,"MESOTRIONE"
"Iowa-Winnebago",2011,"MESOTRIONE"
"Iowa-Winnebago",2012,"MESOTRIONE"
"Iowa-Woodbury",2001,"MESOTRIONE"
"Iowa-Woodbury",2002,"MESOTRIONE"
"Iowa-Woodbury",2003,"MESOTRIONE"
"Iowa-Woodbury",2004,"MESOTRIONE"
"Iowa-Woodbury",2005,"MESOTRIONE"
"Iowa-Woodbury",2006,"MESOTRIONE"
"Iowa-Woodbury",2007,"MESOTRIONE"
"Iowa-Woodbury",2008,"MESOTRIONE"
"Iowa-Woodbury",2009,"MESOTRIONE"
"Iowa-Woodbury",2010,"MESOTRIONE"
"Iowa-Woodbury",2011,"MESOTRIONE"
"Iowa-Woodbury",2012,"MESOTRIONE"
"Iowa-Wright",2001,"MESOTRIONE"
"Iowa-Wright",2002,"MESOTRIONE"
"Iowa-Wright",2003,"MESOTRIONE"
"Iowa-Wright",2004,"MESOTRIONE"
"Iowa-Wright",2005,"MESOTRIONE"
"Iowa-Wright",2006,"MESOTRIONE"
"Iowa-Wright",2007,"MESOTRIONE"
"Iowa-Wright",2008,"MESOTRIONE"
"Iowa-Wright",2009,"MESOTRIONE"
"Iowa-Wright",2010,"MESOTRIONE"
"Iowa-Wright",2011,"MESOTRIONE"
"Iowa-Wright",2012,"MESOTRIONE"
"New Mexico-Chaves",2001,"MESOTRIONE"
"New Mexico-Chaves",2002,"MESOTRIONE"
"New Mexico-Chaves",2003,"MESOTRIONE"
"New Mexico-Chaves",2004,"MESOTRIONE"
"New Mexico-Chaves",2005,"MESOTRIONE"
"New Mexico-Chaves",2006,"MESOTRIONE"
"New Mexico-Chaves",2007,"MESOTRIONE"
"New Mexico-Chaves",2008,"MESOTRIONE"
"New Mexico-Chaves",2009,"MESOTRIONE"
"New Mexico-Chaves",2010,"MESOTRIONE"
"New Mexico-Chaves",2011,"MESOTRIONE"
"New Mexico-Chaves",2012,"MESOTRIONE"
"New Mexico-Curry",2001,"MESOTRIONE"
"New Mexico-Curry",2002,"MESOTRIONE"
"New Mexico-Curry",2003,"MESOTRIONE"
"New Mexico-Curry",2004,"MESOTRIONE"
"New Mexico-Curry",2005,"MESOTRIONE"
"New Mexico-Curry",2006,"MESOTRIONE"
"New Mexico-Curry",2007,"MESOTRIONE"
"New Mexico-Curry",2008,"MESOTRIONE"
"New Mexico-Curry",2009,"MESOTRIONE"
"New Mexico-Curry",2010,"MESOTRIONE"
"New Mexico-Curry",2011,"MESOTRIONE"
"New Mexico-Curry",2012,"MESOTRIONE"
"New Mexico-Eddy",2001,"MESOTRIONE"
"New Mexico-Eddy",2002,"MESOTRIONE"
"New Mexico-Eddy",2003,"MESOTRIONE"
"New Mexico-Eddy",2004,"MESOTRIONE"
"New Mexico-Eddy",2005,"MESOTRIONE"
"New Mexico-Eddy",2006,"MESOTRIONE"
"New Mexico-Eddy",2007,"MESOTRIONE"
"New Mexico-Eddy",2008,"MESOTRIONE"
"New Mexico-Eddy",2009,"MESOTRIONE"
"New Mexico-Eddy",2010,"MESOTRIONE"
"New Mexico-Eddy",2011,"MESOTRIONE"
"New Mexico-Eddy",2012,"MESOTRIONE"
"New Mexico-Lea",2001,"MESOTRIONE"
"New Mexico-Lea",2002,"MESOTRIONE"
"New Mexico-Lea",2003,"MESOTRIONE"
"New Mexico-Lea",2004,"MESOTRIONE"
"New Mexico-Lea",2005,"MESOTRIONE"
"New Mexico-Lea",2006,"MESOTRIONE"
"New Mexico-Lea",2007,"MESOTRIONE"
"New Mexico-Lea",2008,"MESOTRIONE"
"New Mexico-Lea",2009,"MESOTRIONE"
"New Mexico-Lea",2010,"MESOTRIONE"
"New Mexico-Lea",2011,"MESOTRIONE"
"New Mexico-Lea",2012,"MESOTRIONE"
"New Mexico-Roosevelt",2001,"MESOTRIONE"
"New Mexico-Roosevelt",2002,"MESOTRIONE"
"New Mexico-Roosevelt",2003,"MESOTRIONE"
"New Mexico-Roosevelt",2004,"MESOTRIONE"
"New Mexico-Roosevelt",2005,"MESOTRIONE"
"New Mexico-Roosevelt",2006,"MESOTRIONE"
"New Mexico-Roosevelt",2007,"MESOTRIONE"
"New Mexico-Roosevelt",2008,"MESOTRIONE"
"New Mexico-Roosevelt",2009,"MESOTRIONE"
"New Mexico-Roosevelt",2010,"MESOTRIONE"
"New Mexico-Roosevelt",2011,"MESOTRIONE"
"New Mexico-Roosevelt",2012,"MESOTRIONE"
"New Mexico-Torrance",2001,"MESOTRIONE"
"New Mexico-Torrance",2002,"MESOTRIONE"
"New Mexico-Torrance",2003,"MESOTRIONE"
"New Mexico-Torrance",2004,"MESOTRIONE"
"New Mexico-Torrance",2005,"MESOTRIONE"
"New Mexico-Torrance",2006,"MESOTRIONE"
"New Mexico-Torrance",2007,"MESOTRIONE"
"New Mexico-Torrance",2008,"MESOTRIONE"
"New Mexico-Torrance",2009,"MESOTRIONE"
"New Mexico-Torrance",2010,"MESOTRIONE"
"New Mexico-Torrance",2011,"MESOTRIONE"
"New Mexico-Torrance",2012,"MESOTRIONE"
"Georgia-DeKalb",1992,"PICLORAM"
"Georgia-DeKalb",1993,"PICLORAM"
"Georgia-DeKalb",1994,"PICLORAM"
"Georgia-DeKalb",1995,"PICLORAM"
"Georgia-DeKalb",1996,"PICLORAM"
"Georgia-DeKalb",1997,"PICLORAM"
"Georgia-DeKalb",1998,"PICLORAM"
"Georgia-DeKalb",1999,"PICLORAM"
"Georgia-DeKalb",2000,"PICLORAM"
"Georgia-DeKalb",2001,"PICLORAM"
"Georgia-DeKalb",2002,"PICLORAM"
"Georgia-DeKalb",2003,"PICLORAM"
"Georgia-DeKalb",2004,"PICLORAM"
"Georgia-DeKalb",2005,"PICLORAM"
"Georgia-DeKalb",2006,"PICLORAM"
"Georgia-DeKalb",2007,"PICLORAM"
"Georgia-DeKalb",2008,"PICLORAM"
"Georgia-DeKalb",2009,"PICLORAM"
"Georgia-DeKalb",2010,"PICLORAM"
"Georgia-DeKalb",2011,"PICLORAM"
"Georgia-DeKalb",2012,"PICLORAM"
"Georgia-Fulton",1992,"PICLORAM"
"Georgia-Fulton",1993,"PICLORAM"
"Georgia-Fulton",1994,"PICLORAM"
"Georgia-Fulton",1995,"PICLORAM"
"Georgia-Fulton",1996,"PICLORAM"
"Georgia-Fulton",1997,"PICLORAM"
"Georgia-Fulton",1998,"PICLORAM"
"Georgia-Fulton",1999,"PICLORAM"
"Georgia-Fulton",2000,"PICLORAM"
"Georgia-Fulton",2001,"PICLORAM"
"Georgia-Fulton",2002,"PICLORAM"
"Georgia-Fulton",2003,"PICLORAM"
"Georgia-Fulton",2004,"PICLORAM"
"Georgia-Fulton",2005,"PICLORAM"
"Georgia-Fulton",2006,"PICLORAM"
"Georgia-Fulton",2007,"PICLORAM"
"Georgia-Fulton",2008,"PICLORAM"
"Georgia-Fulton",2009,"PICLORAM"
"Georgia-Fulton",2010,"PICLORAM"
"Georgia-Fulton",2011,"PICLORAM"
"Georgia-Fulton",2012,"PICLORAM"
"Georgia-Greene",1992,"PICLORAM"
"Georgia-Greene",1993,"PICLORAM"
"Georgia-Greene",1994,"PICLORAM"
"Georgia-Greene",1995,"PICLORAM"
"Georgia-Greene",1996,"PICLORAM"
"Georgia-Greene",1997,"PICLORAM"
"Georgia-Greene",1998,"PICLORAM"
"Georgia-Greene",1999,"PICLORAM"
"Georgia-Greene",2000,"PICLORAM"
"Georgia-Greene",2001,"PICLORAM"
"Georgia-Greene",2002,"PICLORAM"
"Georgia-Greene",2003,"PICLORAM"
"Georgia-Greene",2004,"PICLORAM"
"Georgia-Greene",2005,"PICLORAM"
"Georgia-Greene",2006,"PICLORAM"
"Georgia-Greene",2007,"PICLORAM"
"Georgia-Greene",2008,"PICLORAM"
"Georgia-Greene",2009,"PICLORAM"
"Georgia-Greene",2010,"PICLORAM"
"Georgia-Greene",2011,"PICLORAM"
"Georgia-Greene",2012,"PICLORAM"
"Georgia-Gwinnett",1992,"PICLORAM"
"Georgia-Gwinnett",1993,"PICLORAM"
"Georgia-Gwinnett",1994,"PICLORAM"
"Georgia-Gwinnett",1995,"PICLORAM"
"Georgia-Gwinnett",1996,"PICLORAM"
"Georgia-Gwinnett",1997,"PICLORAM"
"Georgia-Gwinnett",1998,"PICLORAM"
"Georgia-Gwinnett",1999,"PICLORAM"
"Georgia-Gwinnett",2000,"PICLORAM"
"Georgia-Gwinnett",2001,"PICLORAM"
"Georgia-Gwinnett",2002,"PICLORAM"
"Georgia-Gwinnett",2003,"PICLORAM"
"Georgia-Gwinnett",2004,"PICLORAM"
"Georgia-Gwinnett",2005,"PICLORAM"
"Georgia-Gwinnett",2006,"PICLORAM"
"Georgia-Gwinnett",2007,"PICLORAM"
"Georgia-Gwinnett",2008,"PICLORAM"
"Georgia-Gwinnett",2009,"PICLORAM"
"Georgia-Gwinnett",2010,"PICLORAM"
"Georgia-Gwinnett",2011,"PICLORAM"
"Georgia-Gwinnett",2012,"PICLORAM"
"Georgia-Jefferson",1992,"PICLORAM"
"Georgia-Jefferson",1993,"PICLORAM"
"Georgia-Jefferson",1994,"PICLORAM"
"Georgia-Jefferson",1995,"PICLORAM"
"Georgia-Jefferson",1996,"PICLORAM"
"Georgia-Jefferson",1997,"PICLORAM"
"Georgia-Jefferson",1998,"PICLORAM"
"Georgia-Jefferson",1999,"PICLORAM"
"Georgia-Jefferson",2000,"PICLORAM"
"Georgia-Jefferson",2001,"PICLORAM"
"Georgia-Jefferson",2002,"PICLORAM"
"Georgia-Jefferson",2003,"PICLORAM"
"Georgia-Jefferson",2004,"PICLORAM"
"Georgia-Jefferson",2005,"PICLORAM"
"Georgia-Jefferson",2006,"PICLORAM"
"Georgia-Jefferson",2007,"PICLORAM"
"Georgia-Jefferson",2008,"PICLORAM"
"Georgia-Jefferson",2009,"PICLORAM"
"Georgia-Jefferson",2010,"PICLORAM"
"Georgia-Jefferson",2011,"PICLORAM"
"Georgia-Jefferson",2012,"PICLORAM"
"Georgia-Morgan",1992,"PICLORAM"
"Georgia-Morgan",1993,"PICLORAM"
"Georgia-Morgan",1994,"PICLORAM"
"Georgia-Morgan",1995,"PICLORAM"
"Georgia-Morgan",1996,"PICLORAM"
"Georgia-Morgan",1997,"PICLORAM"
"Georgia-Morgan",1998,"PICLORAM"
"Georgia-Morgan",1999,"PICLORAM"
"Georgia-Morgan",2000,"PICLORAM"
"Georgia-Morgan",2001,"PICLORAM"
"Georgia-Morgan",2002,"PICLORAM"
"Georgia-Morgan",2003,"PICLORAM"
"Georgia-Morgan",2004,"PICLORAM"
"Georgia-Morgan",2005,"PICLORAM"
"Georgia-Morgan",2006,"PICLORAM"
"Georgia-Morgan",2007,"PICLORAM"
"Georgia-Morgan",2008,"PICLORAM"
"Georgia-Morgan",2009,"PICLORAM"
"Georgia-Morgan",2010,"PICLORAM"
"Georgia-Morgan",2011,"PICLORAM"
"Georgia-Morgan",2012,"PICLORAM"
"Georgia-Washington",1992,"PICLORAM"
"Georgia-Washington",1993,"PICLORAM"
"Georgia-Washington",1994,"PICLORAM"
"Georgia-Washington",1995,"PICLORAM"
"Georgia-Washington",1996,"PICLORAM"
"Georgia-Washington",1997,"PICLORAM"
"Georgia-Washington",1998,"PICLORAM"
"Georgia-Washington",1999,"PICLORAM"
"Georgia-Washington",2000,"PICLORAM"
"Georgia-Washington",2001,"PICLORAM"
"Georgia-Washington",2002,"PICLORAM"
"Georgia-Washington",2003,"PICLORAM"
"Georgia-Washington",2004,"PICLORAM"
"Georgia-Washington",2005,"PICLORAM"
"Georgia-Washington",2006,"PICLORAM"
"Georgia-Washington",2007,"PICLORAM"
"Georgia-Washington",2008,"PICLORAM"
"Georgia-Washington",2009,"PICLORAM"
"Georgia-Washington",2010,"PICLORAM"
"Georgia-Washington",2011,"PICLORAM"
"Georgia-Washington",2012,"PICLORAM"
"Iowa-Allamakee",1992,"PICLORAM"
"Iowa-Allamakee",1993,"PICLORAM"
"Iowa-Allamakee",1994,"PICLORAM"
"Iowa-Allamakee",1995,"PICLORAM"
