"SC","variable","value","EPEST_HIGH_KG","Area","perArea","logArea"
"New Mexico-Bernalillo",1993,96,29.7,1161.24,0.0255761082980262,-3.6660966328722
"New Mexico-Bernalillo",1994,66,73.7,1161.24,0.063466639109917,-2.75724087948556
"New Mexico-Bernalillo",1995,43,53.2,1161.24,0.0458130963452861,-3.08318528233325
"New Mexico-Bernalillo",1996,85,725.9,1161.24,0.625107643553443,-0.469831414390056
"New Mexico-Bernalillo",1997,52,129.3,1161.24,0.111346491681306,-2.19510839290304
"New Mexico-Bernalillo",1998,21,32.1,1161.24,0.0276428645241294,-3.58838764854488
"New Mexico-Bernalillo",1999,82,297.3,1161.24,0.256019427508525,-1.3625019486768
"New Mexico-Bernalillo",2000,2,5.1,1161.24,0.00439185698046915,-5.42800313895057
"New Mexico-Bernalillo",2001,2,413.5,1161.24,0.356084874789019,-1.0325861642171
"New Mexico-Bernalillo",2002,32,430.4,1161.24,0.370638283214495,-0.992528669833276
"New Mexico-Bernalillo",2003,86,18,1161.24,0.0155006716957735,-4.16687192078469
"New Mexico-Bernalillo",2005,54,40.5,1161.24,0.0348765113154903,-3.35594170456836
"New Mexico-Bernalillo",2006,69,80.8,1161.24,0.0695807929454721,-2.6652667131538
"New Mexico-Bernalillo",2010,79,4.1,1161.24,0.00353070855292618,-5.64625670497059
"New Mexico-Bernalillo",2011,5,5.9,1161.24,0.00508077572250353,-5.28229132776918
"New Mexico-Chaves",1992,31,471.5,6067.14,0.0777137168418728,-2.55472350125773
"New Mexico-Chaves",1993,40,87.9,6067.14,0.014487880615908,-4.23444279864011
"New Mexico-Chaves",1994,49,79.5,6067.14,0.0131033732532956,-4.33488558167096
"New Mexico-Chaves",1995,83,41.5,6067.14,0.00684012566052539,-4.98494917609459
"New Mexico-Chaves",1996,9,49,6067.14,0.00807629294857214,-4.81882230522062
"New Mexico-Chaves",1997,9,138.8,6067.14,0.0228773359441186,-3.77760855525854
"New Mexico-Chaves",1998,48,130.9,6067.14,0.0215752397340427,-3.83620893041539
"New Mexico-Chaves",1999,87,194.9,6067.14,0.0321238672587084,-3.43815599681773
"New Mexico-Chaves",2001,75,5267,6067.14,0.868119080818969,-0.141426383847853
"New Mexico-Chaves",2002,38,284.5,6067.14,0.0468919457932403,-3.05990934976486
"New Mexico-Chaves",2003,97,113.4,6067.14,0.018690849395267,-3.97972121203759
"New Mexico-Chaves",2004,78,815,6067.14,0.134330178634414,-2.00745449009038
"New Mexico-Chaves",2005,61,2854.4,6067.14,0.470468787600088,-0.754025660945553
"New Mexico-Chaves",2006,26,224.5,6067.14,0.0370026074888663,-3.29676689614893
"New Mexico-Chaves",2007,60,624.9,6067.14,0.102997458440056,-2.2730509663962
"New Mexico-Chaves",2008,14,85.1,6067.14,0.0140263781617039,-4.26681556775191
"New Mexico-Chaves",2009,3,453.1,6067.14,0.0746809864285314,-2.59452975165815
"New Mexico-Chaves",2010,49,166,6067.14,0.0273605026421015,-3.5986548149747
"New Mexico-Chaves",2011,37,93.2,6067.14,0.0153614388327944,-4.1758948816397
"New Mexico-Chaves",2012,38,165.3,6067.14,0.0272451270285505,-3.60288059850427
"New Mexico-Cibola",1992,29,208.9,4539.96,0.0460136212653856,-3.07881781186137
"New Mexico-Cibola",1993,23,41.1,4539.96,0.00905294319773742,-4.70466535892171
"New Mexico-Cibola",1994,77,208,4539.96,0.0458153816333184,-3.08313540072257
"New Mexico-Cibola",1995,91,143.1,4539.96,0.0315201014986916,-3.45712979386149
"New Mexico-Cibola",1996,21,863.5,4539.96,0.190199913655627,-1.65967958283716
"New Mexico-Cibola",1997,76,526.4,4539.96,0.115948158133552,-2.15461210041278
"New Mexico-Cibola",1998,28,127.3,4539.96,0.0280398946246222,-3.57412697486053
"New Mexico-Cibola",1999,96,1180,4539.96,0.259914184265941,-1.34740376296418
"New Mexico-Cibola",2000,66,22.1,4539.96,0.00486788429854008,-5.32509587190019
"New Mexico-Cibola",2001,85,1689.9,4539.96,0.372227949144926,-0.988248845855116
"New Mexico-Cibola",2002,72,1778.6,4539.96,0.391765566216442,-0.937091663458355
"New Mexico-Cibola",2003,47,32.8,4539.96,0.00722473325756174,-4.9302449650338
"New Mexico-Cibola",2005,67,195.3,4539.96,0.0430180001585917,-3.14613664254126
"New Mexico-Cibola",2006,12,419.1,4539.96,0.0923135886659794,-2.38256392549287
"New Mexico-Cibola",2010,42,17,4539.96,0.00374452638349237,-5.58746013636768
"New Mexico-Cibola",2011,4,28.9,4539.96,0.00636569485193702,-5.05683188530551
"New Mexico-Curry",1992,86,820.9,1405.52,0.584054300187831,-0.537761320702578
"New Mexico-Curry",1993,53,760.6,1405.52,0.541152029142239,-0.61405502456264
"New Mexico-Curry",1994,34,731,1405.52,0.520092207866128,-0.65374916030702
"New Mexico-Curry",1995,46,824.7,1405.52,0.586757925892197,-0.533142936217488
"New Mexico-Curry",1996,94,531.8,1405.52,0.378365302521487,-0.971895141247879
"New Mexico-Curry",1997,12,960.8,1405.52,0.683590414935398,-0.380396349291024
"New Mexico-Curry",1998,43,332.2,1405.52,0.236353804997439,-1.4424254228776
"New Mexico-Curry",1999,18,415.8,1405.52,0.295833570493483,-1.21795824463289
"New Mexico-Curry",2000,100,621.4,1405.52,0.442113950708635,-0.816187623097851
"New Mexico-Curry",2001,86,494.2,1405.52,0.351613637657237,-1.04522232650229
"New Mexico-Curry",2002,99,86.4,1405.52,0.0614719107518925,-2.78917494424679
"New Mexico-Curry",2003,39,111.5,1405.52,0.0793300700096761,-2.53413802915663
"New Mexico-Curry",2004,38,619.1,1405.52,0.440477545677045,-0.819895809531612
"New Mexico-Curry",2005,57,329.6,1405.52,0.234503955831294,-1.45028282202148
"New Mexico-Curry",2006,45,202.3,1405.52,0.143932494735045,-1.9384108758831
"New Mexico-Curry",2007,100,164.7,1405.52,0.117180829870795,-2.14403698287321
"New Mexico-Curry",2008,79,32.9,1405.52,0.0234077067562183,-3.75468996228547
"New Mexico-Curry",2009,31,22.7,1405.52,0.0161506061813421,-4.12579769556944
"New Mexico-Curry",2010,16,67.7,1405.52,0.0481672263646195,-3.03307644013857
"New Mexico-Curry",2011,75,33.6,1405.52,0.0239057430701804,-3.73363655308764
"New Mexico-Curry",2012,36,375.4,1405.52,0.267089760373385,-1.32017049590439
"New Mexico-Eddy",1992,34,172.4,4176.32,0.0412803616581105,-3.18736839674957
"New Mexico-Eddy",1993,78,32.2,4176.32,0.00771013715424106,-4.8652193024288
"New Mexico-Eddy",1994,28,31.2,4176.32,0.00747069190100375,-4.89676766016373
"New Mexico-Eddy",1995,35,13.8,4176.32,0.00330434449467474,-5.712517162816
"New Mexico-Eddy",1996,3,18.9,4176.32,0.00452551528618497,-5.39802383291357
"New Mexico-Eddy",1997,45,50.1,4176.32,0.0119962071871887,-4.42316474688835
"New Mexico-Eddy",1998,1,60.2,4176.32,0.0144146042448855,-4.23951340266438
"New Mexico-Eddy",1999,47,86.3,4176.32,0.020664125354379,-3.87935615688978
"New Mexico-Eddy",2000,9,2878.2,4176.32,0.689171327867596,-0.37226537724309
"New Mexico-Eddy",2001,96,2365.6,4176.32,0.566431691058156,-0.568398786440896
"New Mexico-Eddy",2002,62,132.8,4176.32,0.0317983296299134,-3.44834151793683
"New Mexico-Eddy",2003,77,52.6,4176.32,0.012594820320282,-4.3744696352355
"New Mexico-Eddy",2004,58,369.3,4176.32,0.0884271320205348,-2.42557643312065
"New Mexico-Eddy",2005,79,1276.9,4176.32,0.305747643858708,-1.18499521054853
"New Mexico-Eddy",2006,65,99.8,4176.32,0.0238966362730825,-3.73401757166175
"New Mexico-Eddy",2007,62,276.9,4176.32,0.0663023906214083,-2.71352932480225
"New Mexico-Eddy",2008,41,38.8,4176.32,0.00929047582560723,-4.67876550834994
"New Mexico-Eddy",2009,25,199.3,4176.32,0.0477214389701939,-3.04237452776041
"New Mexico-Eddy",2010,28,72.9,4176.32,0.0174555589609992,-4.04809711596455
"New Mexico-Eddy",2011,26,40.8,4176.32,0.00976936633208183,-4.62850367356905
"New Mexico-Eddy",2012,4,50.8,4176.32,0.0121638188644548,-4.40928940039473
"New Mexico-Grant",1992,54,163.6,3961.18,0.0413008245017899,-3.1868728154907
"New Mexico-Grant",1993,39,26.4,3961.18,0.0066646807264502,-5.01093322950707
"New Mexico-Grant",1994,34,19.4,3961.18,0.00489753053383083,-5.31902417359006
"New Mexico-Grant",1995,83,11.9,3961.18,0.00300415532745293,-5.80775883954186
"New Mexico-Grant",1996,79,81.9,3961.18,0.0206756572536466,-3.87879824880032
"New Mexico-Grant",1997,45,117.5,3961.18,0.0296628782332537,-3.51785890607513
"New Mexico-Grant",1999,18,882.5,3961.18,0.222787149283799,-1.50153845085189
"New Mexico-Grant",2000,21,230.2,3961.18,0.0581139963344256,-2.84534874337156
"New Mexico-Grant",2001,35,1533.5,3961.18,0.387132117197401,-0.948989256105037
"New Mexico-Grant",2002,98,96.8,3961.18,0.0244371626636507,-3.71165024537681
"New Mexico-Grant",2003,30,42.9,3961.18,0.0108301061804816,-4.52542541372537
"New Mexico-Grant",2005,41,170.7,3961.18,0.0430932196971609,-3.14438960985895
"New Mexico-Grant",2006,97,384.2,3961.18,0.0969913005720518,-2.33313398932489
"New Mexico-Grant",2007,65,389,3961.18,0.0982030607041336,-2.3207178960409
"New Mexico-Grant",2008,71,12.3,3961.18,0.00310513533845975,-5.77469797728097
"New Mexico-Grant",2009,43,20.3,3961.18,0.00512473555859618,-5.2736763536116
"New Mexico-Grant",2010,9,23.6,3961.18,0.00595782064940245,-5.12305052762778
"New Mexico-Grant",2011,12,92.7,3961.18,0.0234021175508308,-3.75492876708753
"New Mexico-Lea",1992,49,315.5,4391.53,0.0718428429271803,-2.63327428273137
"New Mexico-Lea",1993,60,64.6,4391.53,0.0147101351920629,-4.21921855392408
"New Mexico-Lea",1994,28,56.5,4391.53,0.0128656755162779,-4.35319232656024
"New Mexico-Lea",1995,96,27.9,4391.53,0.00635313888325937,-5.05880627588532
"New Mexico-Lea",1996,2,44.3,4391.53,0.0100876004490462,-4.59644828766155
"New Mexico-Lea",1997,56,95.2,4391.53,0.0216780939672506,-3.83145302291532
"New Mexico-Lea",1998,80,89.3,4391.53,0.0203345986478517,-3.89543147683018
"New Mexico-Lea",1999,40,144.2,4391.53,0.0328359364503943,-3.41623173986179
"New Mexico-Lea",2002,33,251,4391.53,0.0571554788422258,-2.86198002558085
"New Mexico-Lea",2003,26,101.6,4391.53,0.0231354448221918,-3.76638942956826
"New Mexico-Lea",2004,66,745.2,4391.53,0.169690290172218,-1.7737803259852
"New Mexico-Lea",2005,73,2654.6,4391.53,0.604481809301086,-0.503383701520537
"New Mexico-Lea",2006,95,211.8,4391.53,0.0482292048557109,-3.03179053154533
"New Mexico-Lea",2007,89,600.3,4391.53,0.136694955972064,-1.99000343445484
"New Mexico-Lea",2008,73,78.9,4391.53,0.0179664035085722,-4.01925173686081
"New Mexico-Lea",2009,30,402.1,4391.53,0.0915626216831036,-2.39073215080941
"New Mexico-Lea",2010,94,141.7,4391.53,0.0322666587726829,-3.433720818016
"New Mexico-Lea",2011,34,76,4391.53,0.0173060414024269,-4.05669962442631
"New Mexico-Lea",2012,61,155.5,4391.53,0.0354090715536499,-3.34078723309335
"New Mexico-McKinley",1992,51,249,5451.03,0.0456794403993374,-3.08610696416175
"New Mexico-McKinley",1993,24,24.1,5451.03,0.00442118278563868,-5.42134802012985
"New Mexico-McKinley",1994,39,30,5451.03,0.00550354703606474,-5.20236247896431
"New Mexico-McKinley",1995,90,163.4,5451.03,0.029975986189766,-3.50735867820056
"New Mexico-McKinley",1996,49,455,5451.03,0.0834704633803153,-2.48326244167551
"New Mexico-McKinley",1997,30,788.2,5451.03,0.144596525794208,-1.93380799586556
"New Mexico-McKinley",1998,27,209.8,5451.03,0.0384881389388794,-3.25740516466427
"New Mexico-McKinley",1999,47,1982.3,5451.03,0.363656042986371,-1.0115467949303
"New Mexico-McKinley",2000,41,34.7,5451.03,0.00636576940504822,-5.05682017367365
"New Mexico-McKinley",2001,53,2868.1,5451.03,0.526157441804576,-0.642154792011322
"New Mexico-McKinley",2002,53,3032,5451.03,0.556225153778277,-0.586582113864199
"New Mexico-McKinley",2003,37,56.8,5451.03,0.0104200490549492,-4.56402353489936
"New Mexico-McKinley",2005,41,388.8,5451.03,0.0713259695873991,-2.64049478804018
"New Mexico-McKinley",2006,19,881.4,5451.03,0.161694211919582,-1.82204830821858
"New Mexico-McKinley",2008,29,14.1,5451.03,0.00258666710695043,-5.95738506324234
"New Mexico-McKinley",2010,38,33.9,5451.03,0.00621900815075316,-5.08014484624006
"New Mexico-McKinley",2011,90,56.7,5451.03,0.0104017038981624,-4.56578564989275
"New Mexico-Otero",1992,12,189.8,6612.52,0.0287031267958358,-3.55074921456082
"New Mexico-Otero",1993,21,37.6,6612.52,0.00568618317978622,-5.1697160503408
"New Mexico-Otero",1994,54,37.6,6612.52,0.00568618317978622,-5.1697160503408
"New Mexico-Otero",1995,83,25.6,6612.52,0.00387144386708849,-5.55412774925113
"New Mexico-Otero",1997,19,28.8,6612.52,0.00435537435047455,-5.43634471359475
"New Mexico-Otero",1998,57,37.5,6612.52,0.00567106035218041,-5.17237916776029
"New Mexico-Otero",1999,86,64.5,6612.52,0.0097542238057503,-4.63005487693492
"New Mexico-Otero",2000,58,2291.9,6612.52,0.346600085897661,-1.05958365387129
"New Mexico-Otero",2001,22,1972.7,6612.52,0.298328020179901,-1.20956165898683
"New Mexico-Otero",2002,50,112,6612.52,0.0169375669185122,-4.07822122944155
"New Mexico-Otero",2003,65,45.6,6612.52,0.00689600938825138,-4.97681238421631
"New Mexico-Otero",2004,39,339.7,6612.52,0.0513722453769516,-2.96865722557011
"New Mexico-Otero",2005,89,1224,6612.52,0.185103409895169,-1.68684063766438
"New Mexico-Otero",2006,59,98,6612.52,0.0148203710536981,-4.21175262206608
"New Mexico-Otero",2007,58,281.1,6612.52,0.0425102683999443,-3.15800962282416
"New Mexico-Otero",2008,45,38.2,6612.52,0.00577692014542111,-5.15388458512412
"New Mexico-Otero",2009,32,212.6,6612.52,0.0321511314899615,-3.4373076348288
"New Mexico-Otero",2010,83,78.7,6612.52,0.011901665325776,-4.43107694531329
"New Mexico-Otero",2011,71,45.3,6612.52,0.00685064090543393,-4.98341306824766
"New Mexico-Otero",2012,23,64.8,6612.52,0.00979959228856775,-4.62541449737842
"New Mexico-Rio Arriba",1992,64,128.7,5860.84,0.0219593095870217,-3.818564102406
"New Mexico-Rio Arriba",1993,45,294.3,5860.84,0.0502146449996929,-2.99144856176866
"New Mexico-Rio Arriba",1994,46,860.8,5860.84,0.146873144463933,-1.91818602760057
"New Mexico-Rio Arriba",1995,79,274.4,5860.84,0.0468192272780011,-3.06146132115635
"New Mexico-Rio Arriba",1997,77,300.5,5860.84,0.0512725138376069,-2.97060046303282
"New Mexico-Rio Arriba",1998,30,63.4,5860.84,0.0108175619877014,-4.52658435556491
"New Mexico-Rio Arriba",1999,1,590.4,5860.84,0.100736413210393,-2.29524794372182
"New Mexico-Rio Arriba",2001,49,854,5860.84,0.14571290122235,-1.92611702321952
"New Mexico-Rio Arriba",2002,9,907.8,5860.84,0.154892472751346,-1.86502412698572
"New Mexico-Rio Arriba",2003,18,38.5,5860.84,0.00656902423543383,-5.02538997571435
"New Mexico-Rio Arriba",2005,91,118.4,5860.84,0.0202018823240355,-3.90197949455818
"New Mexico-Rio Arriba",2006,84,271.1,5860.84,0.0462561680578211,-3.07356046050346
"New Mexico-Rio Arriba",2010,64,17.1,5860.84,0.00291767050456931,-5.83696975349947
"New Mexico-Rio Arriba",2011,100,25.1,5860.84,0.00428266255349063,-5.45318037087035
"New Mexico-San Juan",1992,43,319.7,5517.2,0.057946059595447,-2.84824270813557
"New Mexico-San Juan",1993,29,56.8,5517.2,0.0102950772130791,-4.57608943847426
"New Mexico-San Juan",1994,51,243.3,5517.2,0.044098455738418,-3.12133051441189
"New Mexico-San Juan",1995,79,200.2,5517.2,0.0362865221489161,-3.31630889732025
"New Mexico-San Juan",1996,18,687.6,5517.2,0.12462843471326,-2.08241849069267
"New Mexico-San Juan",1997,51,506.5,5517.2,0.0918038135286015,-2.38810144051263
"New Mexico-San Juan",1998,91,135.5,5517.2,0.024559559196694,-3.70665412388161
"New Mexico-San Juan",1999,100,1203.2,5517.2,0.218081635612267,-1.52288581100579
"New Mexico-San Juan",2000,53,23.8,5517.2,0.00431378235336765,-5.44594018352394
"New Mexico-San Juan",2001,67,1699,5517.2,0.307946059595447,-1.17783064252943
"New Mexico-San Juan",2002,39,1787.1,5517.2,0.323914304357283,-1.12727629089861
"New Mexico-San Juan",2003,78,101.1,5517.2,0.0183245124338433,-3.99951563817494
"New Mexico-San Juan",2005,20,229.5,5517.2,0.0415971869789023,-3.17972273470077
"New Mexico-San Juan",2006,88,513.7,5517.2,0.0931088233161749,-2.37398632672814
"New Mexico-San Juan",2010,79,29.4,5517.2,0.00532878996592474,-5.23463108985673
"New Mexico-San Juan",2011,100,43.5,5517.2,0.007884434133256,-4.84286482610673
"New Mexico-San Juan",2012,17,21,5517.2,0.0038062785470891,-5.57110332647794
"New Mexico-San Miguel",1992,50,1159.1,4721.49,0.245494536682276,-1.4044805858352
"New Mexico-San Miguel",1993,100,214.5,4721.49,0.045430573823094,-3.09156996836183
"New Mexico-San Miguel",1994,100,121.9,4721.49,0.0258181209745229,-3.65667867024267
"New Mexico-San Miguel",1995,12,216.5,4721.49,0.0458541689170156,-3.08228915928735
"New Mexico-San Miguel",1996,67,60.1,4721.49,0.0127290325723447,-4.36386986518874
"New Mexico-San Miguel",1997,1,272.5,4721.49,0.057714831546821,-2.8522410926266
"New Mexico-San Miguel",1998,23,11.5,4721.49,0.00243567179004933,-6.01753267136069
"New Mexico-San Miguel",1999,63,1808.9,4721.49,0.383120582697411,-0.959405502022308
"New Mexico-San Miguel",2000,43,1969.9,4721.49,0.417219987758102,-0.874141647707587
"New Mexico-San Miguel",2001,58,2176.7,4721.49,0.461019720469597,-0.774314459309107
"New Mexico-San Miguel",2002,17,156.3,4721.49,0.0331039565899748,-3.40810246930247
"New Mexico-San Miguel",2003,32,155.8,4721.49,0.0329980578164944,-3.41130657329325
"New Mexico-San Miguel",2004,44,2662.7,4721.49,0.563953328292552,-0.572783782162493
"New Mexico-San Miguel",2005,81,1278.5,4721.49,0.270783163789397,-1.30643691199866
"New Mexico-San Miguel",2006,41,718.7,4721.49,0.152218897000735,-1.8824356822555
"New Mexico-San Miguel",2007,8,704.7,4721.49,0.149253731343284,-1.90210752639692
"New Mexico-San Miguel",2008,11,24.1,4721.49,0.00510432088175555,-5.27766786623329
"New Mexico-San Miguel",2010,40,37.7,4721.49,0.00798476752042258,-4.83021961227593
"New Mexico-San Miguel",2011,30,163.3,4721.49,0.0345865394187005,-3.36429070675348
"New Mexico-San Miguel",2012,67,51.6,4721.49,0.0109287534231779,-4.51635803424238
"New Mexico-Sandoval",1992,49,69.1,3710.17,0.0186244835142325,-3.98327824588048
"New Mexico-Sandoval",1993,18,54,3710.17,0.0145545891428156,-4.22984893008983
"New Mexico-Sandoval",1994,44,182.2,3710.17,0.049108261885574,-3.01372799182825
"New Mexico-Sandoval",1995,60,83.2,3710.17,0.0224248484570788,-3.79758562882694
"New Mexico-Sandoval",1996,78,1239.4,3710.17,0.334054773770474,-1.0964503061261
"New Mexico-Sandoval",1997,79,231.3,3710.17,0.0623421568283933,-2.77511740741671
"New Mexico-Sandoval",1998,70,56,3710.17,0.0150936479999569,-4.19348128591896
"New Mexico-Sandoval",1999,34,508.6,3710.17,0.137082667371037,-1.98717112366609
"New Mexico-Sandoval",2000,61,10.6,3710.17,0.00285701194284898,-5.85797897553608
"New Mexico-Sandoval",2001,39,723.9,3710.17,0.1951123533423,-1.63417971535501
"New Mexico-Sandoval",2002,53,761.9,3710.17,0.205354471627985,-1.58301766317514
"New Mexico-Sandoval",2003,52,22.9,3710.17,0.00617222391426808,-5.08769606609391
"New Mexico-Sandoval",2005,41,84,3710.17,0.0226404719999353,-3.78801617781079
"New Mexico-Sandoval",2006,66,180.8,3710.17,0.0487309206855751,-3.02144152869603
"New Mexico-Sandoval",2010,93,9.1,3710.17,0.00245271779999299,-6.0105585631313
"New Mexico-Sandoval",2011,56,15.9,3710.17,0.00428551791427347,-5.45251386742792
"New Mexico-Santa Fe",1992,66,86.4,1910.37,0.0452268408737574,-3.09606454374738
"New Mexico-Santa Fe",1993,37,16.2,1910.37,0.00848003266382952,-4.77004097731905
"New Mexico-Santa Fe",1994,13,114.7,1910.37,0.0600407250951386,-2.81273219542207
"New Mexico-Santa Fe",1995,55,65.4,1910.37,0.0342342059391636,-3.37452996109424
"New Mexico-Santa Fe",1996,31,370.4,1910.37,0.193889141893979,-1.64046871678537
"New Mexico-Santa Fe",1997,82,209.2,1910.37,0.109507582300811,-2.21176148736662
"New Mexico-Santa Fe",1998,18,47.7,1910.37,0.0249689850657203,-3.6901208216631
"New Mexico-Santa Fe",1999,19,449.1,1910.37,0.235085349958385,-1.4478066394637
"New Mexico-Santa Fe",2000,32,8.2,1910.37,0.00429236221255568,-5.45091806528719
"New Mexico-Santa Fe",2001,88,655.7,1910.37,0.343231939362532,-1.06934885228782
"New Mexico-Santa Fe",2002,69,698.6,1910.37,0.365688322157488,-1.00597388718466
"New Mexico-Santa Fe",2003,36,31.1,1910.37,0.016279568879327,-4.11784440037221
"New Mexico-Santa Fe",2005,85,79.8,1910.37,0.0417720127514565,-3.17552871510163
"New Mexico-Santa Fe",2006,25,174,1910.37,0.091081832315206,-2.39599692034286
"New Mexico-Santa Fe",2010,12,7.6,1910.37,0.00397828692871015,-5.52690397226511
"New Mexico-Santa Fe",2011,47,12.3,1910.37,0.00643854331883353,-5.04545295717902
"New Mexico-Socorro",1992,25,250.7,6646.35,0.0377199515523558,-3.27756610561973
"New Mexico-Socorro",1993,21,38.9,6646.35,0.00585283651929254,-5.14082886015957
"New Mexico-Socorro",1994,93,28.4,6646.35,0.0042730220346506,-5.45543396561681
"New Mexico-Socorro",1995,64,27.9,6646.35,0.00419779277347717,-5.47319642195665
"New Mexico-Socorro",1996,22,108.5,6646.35,0.0163247496746334,-4.11507293780346
"New Mexico-Socorro",1997,6,166.4,6646.35,0.0250362981185162,-3.68742858239686
"New Mexico-Socorro",1999,79,1163.9,6646.35,0.175118674159501,-1.74229139683604
"New Mexico-Socorro",2000,45,296.4,6646.35,0.0445959060236069,-3.11011321736204
"New Mexico-Socorro",2001,14,1930.8,6646.35,0.290505314947302,-1.23613340699763
"New Mexico-Socorro",2002,3,119.8,6646.35,0.0180249309771529,-4.01599942510262
"New Mexico-Socorro",2003,58,51.9,6646.35,0.00780879730980162,-4.85250432061213
"New Mexico-Socorro",2005,91,202.9,6646.35,0.0305280341841763,-3.4891098639522
"New Mexico-Socorro",2006,85,451.4,6646.35,0.067916976987369,-2.68946924640054
"New Mexico-Socorro",2007,41,452.1,6646.35,0.0680222979530118,-2.68791971648341
"New Mexico-Socorro",2008,16,14.6,6646.35,0.00219669442626404,-6.12080158206968
"New Mexico-Socorro",2009,57,24.6,6646.35,0.00370127964973256,-5.59907666784566
"New Mexico-Socorro",2010,35,28.3,6646.35,0.00425797618241591,-5.45896130613478
"New Mexico-Socorro",2011,32,109.5,6646.35,0.0164752081969803,-4.10589856152742
"New Mexico-Taos",1992,86,27.8,2202.36,0.0126228227900979,-4.37224877096179
"New Mexico-Taos",1993,38,67.5,2202.36,0.0306489402277557,-3.4851571937799
"New Mexico-Taos",1994,41,171.2,2202.36,0.0777347935850633,-2.55445232795074
"New Mexico-Taos",1995,96,62.3,2202.36,0.0282878366842841,-3.56532336586497
"New Mexico-Taos",1996,31,1718.2,2202.36,0.780163097767849,-0.248252281454425
"New Mexico-Taos",1997,89,65.7,2202.36,0.0298316351550155,-3.51218586616782
"New Mexico-Taos",1998,49,15.3,2202.36,0.00694709311829129,-4.96943196325999
"New Mexico-Taos",1999,87,130,2202.36,0.0590275885867887,-2.8297503412028
"New Mexico-Taos",2001,99,178.1,2202.36,0.0808677963639005,-2.51493960136277
"New Mexico-Taos",2002,13,189.9,2202.36,0.086225685174086,-2.45078717384014
"New Mexico-Taos",2003,28,23.1,2202.36,0.0104887484334986,-4.55745217413063
"New Mexico-Taos",2005,99,26.1,2202.36,0.0118509235547322,-4.43534947732973
"New Mexico-Taos",2006,6,63.2,2202.36,0.0286964892206542,-3.55098049050557
"New Mexico-Taos",2007,27,1669.7,2202.36,0.758141266641239,-0.27688554310347
"New Mexico-Taos",2011,88,5.1,2202.36,0.0023156977060971,-6.0680442519281
"New Mexico-Valencia",1992,14,30,1066.74,0.0281230665391754,-3.57116516609438
"New Mexico-Valencia",1993,12,6.6,1066.74,0.00618707463861859,-5.08529289872416
"New Mexico-Valencia",1994,48,17.9,1066.74,0.0167800963683747,-4.08756183490982
"New Mexico-Valencia",1995,64,33.3,1066.74,0.0312166038584847,-3.46680515077014
"New Mexico-Valencia",1996,68,105.5,1066.74,0.0988994506627669,-2.31365159484041
"New Mexico-Valencia",1997,78,113.8,1066.74,0.106680165738605,-2.23792002606431
"New Mexico-Valencia",1998,41,29.6,1066.74,0.0277480923186531,-3.58458818642652
"New Mexico-Valencia",1999,63,273.5,1066.74,0.256388623282149,-1.3610609258945
"New Mexico-Valencia",2000,79,4.8,1066.74,0.00449969064626807,-5.40374662984269
"New Mexico-Valencia",2001,69,381.4,1066.74,0.35753791926805,-1.02851385459022
"New Mexico-Valencia",2002,9,399.6,1066.74,0.374599246301817,-0.981898500982136
"New Mexico-Valencia",2003,26,32.5,1066.74,0.0304666554174401,-3.49112245842084
"New Mexico-Valencia",2005,36,62.1,1066.74,0.0582147477360931,-2.8436165588171
"New Mexico-Valencia",2006,61,149.6,1066.74,0.140240358475355,-1.96439748221616
"New Mexico-Valencia",2008,50,10.7,1066.74,0.0100305603989726,-4.60211880628867
"New Mexico-Valencia",2009,25,4,1066.74,0.00374974220522339,-5.58606818663664
"New Mexico-Valencia",2010,78,9.3,1066.74,0.00871815062714438,-4.74234814759733
"New Mexico-Valencia",2011,62,14.9,1066.74,0.0139677897144571,-4.27100133480512
"New Mexico-Valencia",2012,80,87,1066.74,0.0815568929636088,-2.50645442910195
"Utah-Box Elder",1992,96,338,5745.56,0.0588280341689931,-2.8331367661155
"Utah-Box Elder",1993,30,386.9,5745.56,0.0673389539052764,-2.69801639989205
"Utah-Box Elder",1994,5,4042.7,5745.56,0.703621579097599,-0.351514597035881
"Utah-Box Elder",1995,81,513.1,5745.56,0.0893037406275454,-2.4157119036506
"Utah-Box Elder",1996,56,1601.8,5745.56,0.278789186780749,-1.27729938570894
"Utah-Box Elder",1997,63,464.3,5745.56,0.0808102256350991,-2.51565176657264
"Utah-Box Elder",1998,15,673.1,5745.56,0.117151330766714,-2.14428875458185
"Utah-Box Elder",1999,10,298.2,5745.56,0.051900946121875,-2.95841825926788
"Utah-Box Elder",2000,43,300.6,5745.56,0.0523186599739625,-2.95040218427964
"Utah-Box Elder",2001,18,166.4,5745.56,0.0289614937447351,-3.54178813321141
"Utah-Box Elder",2002,87,133.9,5745.56,0.0233049519977165,-3.75908940890139
"Utah-Box Elder",2003,96,570.9,5745.56,0.09936368256532,-2.3089685986283
"Utah-Box Elder",2004,87,207,5745.56,0.036027819742549,-3.32346386833315
"Utah-Box Elder",2005,39,141.7,5745.56,0.0246625220170009,-3.70247051490189
"Utah-Box Elder",2006,83,757,5745.56,0.13175391084594,-2.02681940816107
"Utah-Box Elder",2007,11,13.1,5745.56,0.00228002144264441,-6.08357043139141
"Utah-Box Elder",2008,11,170,5745.56,0.0295880645228664,-3.52038422454825
"Utah-Box Elder",2009,4,221.6,5745.56,0.0385689123427481,-3.25530870672539
